Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",19036,"(+/- 1654 )",12709,"(+/- 1799 )",14688,"(+/- 2109 )",16714,"(+/- 1704 )",24427,"(+/- 3012 )",17508,"(+/- 2064 )",12852,"(+/- 1560 )",15750,"(+/- 2151 )",17483,"(+/- 2256 )",14153,"(+/- 1907 )",10653,"(+/- 1391 )",19741,"(+/- 2654 )",33388,"(+/- 3059 )",27728,"(+/- 2949 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",14152,"(+/- 1605 )",11001,"(+/- 1827 )",10476,"(+/- 1503 )",12576,"(+/- 1458 )",15454,"(+/- 1848 )",11231,"(+/- 1946 )",8712,"(+/- 1133 )",7506,"(+/- 1391 )",11127,"(+/- 1784 )",8574,"(+/- 1232 )",5433,"(+/- 1079 )",10372,"(+/- 1748 )",16668,"(+/- 1972 )",14359,"(+/- 2175 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",26612,"(+/- 1662 )",22038,"(+/- 2222 )",19096,"(+/- 1780 )",29214,"(+/- 2317 )",27728,"(+/- 2644 )",27729,"(+/- 2227 )",21925,"(+/- 2020 )",17559,"(+/- 2060 )",21240,"(+/- 2208 )",19924,"(+/- 1879 )",14884,"(+/- 2004 )",21825,"(+/- 2296 )",32271,"(+/- 2513 )",26041,"(+/- 2547 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",30557,"(+/- 1872 )",24425,"(+/- 2314 )",22338,"(+/- 2581 )",26517,"(+/- 1965 )",28091,"(+/- 2875 )",26952,"(+/- 2578 )",23122,"(+/- 2260 )",19675,"(+/- 2370 )",25770,"(+/- 2392 )",22577,"(+/- 2295 )",15972,"(+/- 1987 )",25674,"(+/- 2545 )",30176,"(+/- 2842 )",26218,"(+/- 2581 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",41668,"(+/- 2331 )",35528,"(+/- 2866 )",35690,"(+/- 2862 )",41461,"(+/- 2529 )",41372,"(+/- 2878 )",32846,"(+/- 2653 )",35209,"(+/- 2451 )",32448,"(+/- 3010 )",39687,"(+/- 3202 )",36923,"(+/- 2947 )",27607,"(+/- 2563 )",35029,"(+/- 3483 )",40583,"(+/- 3156 )",37300,"(+/- 3275 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",61697,"(+/- 2990 )",59215,"(+/- 3767 )",53059,"(+/- 3352 )",53503,"(+/- 2912 )",56049,"(+/- 3191 )",52786,"(+/- 3579 )",56503,"(+/- 2992 )",45337,"(+/- 2761 )",55083,"(+/- 3538 )",53218,"(+/- 3553 )",44242,"(+/- 3195 )",52880,"(+/- 3412 )",47109,"(+/- 3526 )",44061,"(+/- 3578 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",43639,"(+/- 2555 )",43253,"(+/- 3333 )",41792,"(+/- 3439 )",37410,"(+/- 2350 )",33902,"(+/- 2681 )",39640,"(+/- 2817 )",38516,"(+/- 2545 )",37358,"(+/- 2911 )",44546,"(+/- 3104 )",40352,"(+/- 2783 )",40377,"(+/- 3176 )",37791,"(+/- 2919 )",26376,"(+/- 2794 )",29275,"(+/- 2841 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",43579,"(+/- 2780 )",47518,"(+/- 2884 )",49747,"(+/- 3570 )",40141,"(+/- 2223 )",32822,"(+/- 2529 )",44158,"(+/- 2823 )",44560,"(+/- 2950 )",55338,"(+/- 3441 )",49054,"(+/- 3265 )",51119,"(+/- 2971 )",62653,"(+/- 3127 )",48217,"(+/- 3320 )",24883,"(+/- 2623 )",33562,"(+/- 2618 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",13537,"(+/- 1409 )",17699,"(+/- 2151 )",21341,"(+/- 2412 )",13749,"(+/- 1424 )",14101,"(+/- 2035 )",19582,"(+/- 2219 )",20175,"(+/- 1856 )",29598,"(+/- 2254 )",21862,"(+/- 1736 )",23244,"(+/- 2292 )",35831,"(+/- 2670 )",19771,"(+/- 2271 )",7757,"(+/- 1220 )",19939,"(+/- 1894 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",12208,"(+/- 1379 )",15288,"(+/- 1915 )",21742,"(+/- 1917 )",12068,"(+/- 1465 )",8871,"(+/- 1558 )",15476,"(+/- 1577 )",18091,"(+/- 1551 )",31091,"(+/- 2366 )",23249,"(+/- 1705 )",19390,"(+/- 1957 )",48492,"(+/- 2973 )",22357,"(+/- 1719 )",5423,"(+/- 1037 )",19574,"(+/- 1820 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",57337,"(+/- 1136 )",66168,"(+/- 1322 )",69607,"(+/- 1976 )",55924,"(+/- 1449 )",51249,"(+/- 1094 )",62651,"(+/- 1441 )",65832,"(+/- 1677 )",79408,"(+/- 2095 )",66989,"(+/- 1749 )",69772,"(+/- 2153 )",94652,"(+/- 2604 )",64923,"(+/- 1997 )",40935,"(+/- 1208 )",52492,"(+/- 2036 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",75724,"(+/- 1930 )",84045,"(+/- 2792 )",91723,"(+/- 2921 )",73532,"(+/- 1551 )",67820,"(+/- 2208 )",81820,"(+/- 1949 )",86369,"(+/- 2110 )",104836,"(+/- 2818 )",90805,"(+/- 2544 )",88967,"(+/- 2523 )",125758,"(+/- 3790 )",90518,"(+/- 2569 )",56449,"(+/- 1574 )",81300,"(+/- 2503 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",693791,"(+/- 2582 )",754509,"(+/- 4098 )",748185,"(+/- 4213 )",686047,"(+/- 4727 )",659897,"(+/- 4520 )",715371,"(+/- 1700 )",698777,"(+/- 3802 )",739088,"(+/- 5582 )",707554,"(+/- 6716 )",718466,"(+/- 5990 )",754713,"(+/- 6835 )",735660,"(+/- 8534 )",671050,"(+/- 11352 )",666851,"(+/- 11256 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",660151,"(+/- 3844 )",721252,"(+/- 4966 )",710043,"(+/- 5981 )",648160,"(+/- 5512 )",624479,"(+/- 6398 )",675553,"(+/- 4011 )",663936,"(+/- 6087 )",709650,"(+/- 6418 )",671923,"(+/- 7373 )",685358,"(+/- 7002 )",729453,"(+/- 6857 )",701795,"(+/- 9306 )",622413,"(+/- 11799 )",630389,"(+/- 11059 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",492685,"(+/- 8031 )",545434,"(+/- 9698 )",551464,"(+/- 10302 )",481752,"(+/- 8161 )",413036,"(+/- 7692 )",505059,"(+/- 9008 )",517310,"(+/- 9484 )",588789,"(+/- 8105 )",503786,"(+/- 9329 )",537394,"(+/- 10659 )",631403,"(+/- 8847 )",523544,"(+/- 12747 )",326098,"(+/- 10867 )",396922,"(+/- 12639 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",321005,"(+/- 7227 )",277391,"(+/- 8781 )",260088,"(+/- 9094 )",295124,"(+/- 7247 )",329741,"(+/- 7574 )",280227,"(+/- 9863 )",268246,"(+/- 6968 )",226596,"(+/- 7821 )",275291,"(+/- 10455 )",275740,"(+/- 10733 )",212910,"(+/- 8842 )",286394,"(+/- 9761 )",382227,"(+/- 12488 )",328956,"(+/- 11824 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",33640,"(+/- 2884 )",33257,"(+/- 3935 )",38142,"(+/- 4060 )",37887,"(+/- 3731 )",35418,"(+/- 4112 )",39818,"(+/- 3968 )",34841,"(+/- 4886 )",29438,"(+/- 3832 )",35631,"(+/- 3827 )",33108,"(+/- 4218 )",25260,"(+/- 3949 )",33865,"(+/- 3877 )",48637,"(+/- 4728 )",36462,"(+/- 3721 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",136168,"(+/- 1794 )",190041,"(+/- 3888 )",184034,"(+/- 3985 )",148145,"(+/- 2964 )",152116,"(+/- 2318 )",168907,"(+/- 1380 )",158547,"(+/- 2283 )",167608,"(+/- 4145 )",140969,"(+/- 5452 )",164910,"(+/- 4597 )",165183,"(+/- 5701 )",168436,"(+/- 7178 )",175694,"(+/- 7458 )",156047,"(+/- 7722 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4852,"(+/- 1037 )",4861,"(+/- 1478 )",6611,"(+/- 2027 )",7821,"(+/- 1782 )",3474,"(+/- 1404 )",5216,"(+/- 1408 )",6651,"(+/- 2508 )",4063,"(+/- 1119 )",3389,"(+/- 1195 )",4796,"(+/- 1609 )",3942,"(+/- 1585 )",4359,"(+/- 1486 )",5437,"(+/- 1870 )",3893,"(+/- 1342 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.0,"(+/- 0.8 )",7.5,"(+/- 0.9 )",6.8,"(+/- 0.9 )",9.9,"(+/- 0.9 )",11.7,"(+/- 1.5 )",9.1,"(+/- 1.2 )",6.0,"(+/- 0.7 )",5.1,"(+/- 0.8 )",7.9,"(+/- 1.1 )",7.6,"(+/- 0.9 )",4.3,"(+/- 0.7 )",10.3,"(+/- 1.3 )",21.4,"(+/- 2.1 )",15.0,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.5,"(+/- 1.9 )",11.8,"(+/- 1.8 )",11.4,"(+/- 1.8 )",16.7,"(+/- 1.8 )",21.1,"(+/- 3.0 )",15.4,"(+/- 2.2 )",11.1,"(+/- 1.6 )",7.4,"(+/- 1.6 )",14.8,"(+/- 2.3 )",12.1,"(+/- 1.9 )",6.0,"(+/- 1.4 )",16.9,"(+/- 2.5 )",30.7,"(+/- 3.2 )",22.3,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.8,"(+/- 3.9 )",11.2,"(+/- 4.1 )",13.4,"(+/- 5.0 )",20.7,"(+/- 4.8 )",17.4,"(+/- 7.5 )",19.7,"(+/- 5.1 )",8.5,"(+/- 3.6 )",6.0,"(+/- 2.5 )",17.5,"(+/- 6.2 )",7.3,"(+/- 3.3 )",4.1,"(+/- 2.7 )",14.7,"(+/- 6.9 )",23.3,"(+/- 6.7 )",19.9,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.5,"(+/- 0.7 )",3.5,"(+/- 0.7 )",2.6,"(+/- 0.6 )",6.0,"(+/- 0.9 )",4.8,"(+/- 1.1 )",4.0,"(+/- 0.9 )",2.8,"(+/- 0.5 )",2.3,"(+/- 0.6 )",4.5,"(+/- 0.9 )",4.4,"(+/- 0.7 )",2.3,"(+/- 0.5 )",6.3,"(+/- 1.0 )",10.2,"(+/- 2.4 )",8.1,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.8,"(+/- 1.7 )",4.6,"(+/- 1.5 )",3.4,"(+/- 1.2 )",8.2,"(+/- 1.8 )",8.1,"(+/- 2.6 )",5.1,"(+/- 1.7 )",4.4,"(+/- 1.2 )",1.8,"(+/- 0.8 )",7.3,"(+/- 2.1 )",5.3,"(+/- 1.6 )",1.8,"(+/- 0.8 )",10.8,"(+/- 2.3 )",14.8,"(+/- 4.4 )",11.3,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.4,"(+/- 2.8 )",4.2,"(+/- 3.9 )",4.0,"(+/- 3.1 )",10.3,"(+/- 4.2 )",5.0,"(+/- 4.0 )",5.5,"(+/- 3.6 )",1.1,"(+/- 1.2 )",1.2,"(+/- 1.1 )",1.8,"(+/- 1.8 )",2.6,"(+/- 2.3 )",0.3,"(+/- 0.6 )",6.9,"(+/- 4.0 )",4.4,"(+/- 3.7 )",6.3,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.4,"(+/- 4.4 )",25.7,"(+/- 3.9 )",23.3,"(+/- 4.3 )",28.3,"(+/- 3.9 )",31.2,"(+/- 4.9 )",29.3,"(+/- 4.7 )",19.6,"(+/- 3.4 )",18.0,"(+/- 3.5 )",20.1,"(+/- 3.3 )",22.8,"(+/- 4.4 )",16.2,"(+/- 4.3 )",24.2,"(+/- 4.2 )",33.0,"(+/- 3.5 )",24.1,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.0,"(+/- 5.6 )",34.4,"(+/- 5.8 )",33.0,"(+/- 6.5 )",42.5,"(+/- 5.8 )",41.2,"(+/- 6.6 )",40.9,"(+/- 6.9 )",31.5,"(+/- 5.8 )",26.8,"(+/- 5.5 )",30.9,"(+/- 5.5 )",32.9,"(+/- 7.3 )",26.6,"(+/- 7.4 )",32.9,"(+/- 6.0 )",43.3,"(+/- 4.8 )",31.9,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",44.4,"(+/- 15.9 )",47.6,"(+/- 15.0 )",40.8,"(+/- 16.3 )",44.9,"(+/- 14.7 )",42.2,"(+/- 17.7 )",64.5,"(+/- 19.0 )",31.7,"(+/- 14.4 )",24.8,"(+/- 10.9 )",48.2,"(+/- 15.3 )",25.2,"(+/- 15.4 )",13.4,"(+/- 11.6 )",33.5,"(+/- 23.8 )",41.0,"(+/- 11.1 )",32.0,"(+/- 12.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.0,"(+/- 0.9 )",10.9,"(+/- 1.0 )",10.3,"(+/- 0.9 )",14.2,"(+/- 0.9 )",17.3,"(+/- 1.5 )",13.5,"(+/- 1.1 )",9.8,"(+/- 0.7 )",9.0,"(+/- 0.8 )",11.5,"(+/- 1.0 )",10.3,"(+/- 1.0 )",6.0,"(+/- 0.7 )",15.5,"(+/- 1.4 )",25.6,"(+/- 2.0 )",19.1,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.6,"(+/- 2.3 )",12.8,"(+/- 2.2 )",13.9,"(+/- 2.2 )",18.9,"(+/- 2.2 )",24.4,"(+/- 3.8 )",17.4,"(+/- 2.9 )",14.0,"(+/- 2.1 )",8.4,"(+/- 1.7 )",17.5,"(+/- 2.9 )",14.6,"(+/- 2.8 )",6.5,"(+/- 1.7 )",22.1,"(+/- 3.3 )",35.6,"(+/- 4.0 )",28.1,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.1,"(+/- 2.3 )",12.2,"(+/- 2.2 )",13.7,"(+/- 2.2 )",18.4,"(+/- 2.2 )",24.0,"(+/- 3.9 )",17.1,"(+/- 2.9 )",13.5,"(+/- 2.0 )",8.2,"(+/- 1.7 )",17.2,"(+/- 2.9 )",14.4,"(+/- 2.8 )",6.3,"(+/- 1.7 )",21.7,"(+/- 3.3 )",35.5,"(+/- 4.1 )",27.7,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",17.0,"(+/- 3.2 )",13.7,"(+/- 3.7 )",16.1,"(+/- 4.3 )",22.2,"(+/- 3.5 )",24.8,"(+/- 4.4 )",20.6,"(+/- 3.9 )",17.2,"(+/- 3.7 )",8.2,"(+/- 3.1 )",18.6,"(+/- 4.4 )",16.4,"(+/- 4.6 )",5.6,"(+/- 2.3 )",24.8,"(+/- 6.0 )",34.3,"(+/- 4.9 )",32.6,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",14.4,"(+/- 2.7 )",11.8,"(+/- 2.2 )",12.8,"(+/- 2.2 )",17.1,"(+/- 2.3 )",23.8,"(+/- 4.3 )",15.9,"(+/- 3.2 )",12.3,"(+/- 2.0 )",8.2,"(+/- 1.9 )",16.7,"(+/- 3.1 )",13.7,"(+/- 2.6 )",6.5,"(+/- 2.1 )",20.7,"(+/- 3.2 )",35.9,"(+/- 4.5 )",25.7,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.3,"(+/- 0.7 )",10.3,"(+/- 0.9 )",9.2,"(+/- 0.7 )",13.1,"(+/- 0.8 )",15.4,"(+/- 1.1 )",12.3,"(+/- 0.9 )",8.7,"(+/- 0.6 )",9.2,"(+/- 0.8 )",10.1,"(+/- 0.8 )",9.2,"(+/- 0.7 )",5.8,"(+/- 0.6 )",13.7,"(+/- 1.1 )",22.3,"(+/- 1.5 )",16.5,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.0,"(+/- 0.9 )",9.0,"(+/- 1.3 )",8.2,"(+/- 1.3 )",9.4,"(+/- 1.0 )",10.1,"(+/- 1.2 )",8.1,"(+/- 1.3 )",6.6,"(+/- 0.9 )",6.9,"(+/- 1.2 )",9.4,"(+/- 1.2 )",8.6,"(+/- 1.1 )",7.8,"(+/- 1.2 )",7.4,"(+/- 1.0 )",16.8,"(+/- 2.0 )",14.8,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.4,"(+/- 0.9 )",7.8,"(+/- 1.0 )",7.4,"(+/- 1.0 )",10.5,"(+/- 1.0 )",13.5,"(+/- 1.9 )",9.8,"(+/- 1.3 )",6.7,"(+/- 0.8 )",4.9,"(+/- 0.8 )",9.1,"(+/- 1.3 )",8.3,"(+/- 1.1 )",4.1,"(+/- 0.8 )",12.4,"(+/- 1.7 )",23.5,"(+/- 2.6 )",16.9,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.5,"(+/- 1.5 )",23.9,"(+/- 2.3 )",22.0,"(+/- 2.0 )",27.7,"(+/- 1.7 )",29.3,"(+/- 2.2 )",26.8,"(+/- 2.1 )",22.5,"(+/- 1.7 )",25.4,"(+/- 2.1 )",19.0,"(+/- 1.7 )",19.9,"(+/- 1.8 )",14.8,"(+/- 1.7 )",26.1,"(+/- 2.3 )",32.4,"(+/- 1.8 )",26.1,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",138646,"(+/- 3747 )",182173,"(+/- 4802 )",180473,"(+/- 4896 )",156202,"(+/- 4101 )",142491,"(+/- 4138 )",173226,"(+/- 4238 )",156068,"(+/- 4019 )",196559,"(+/- 4987 )",140496,"(+/- 5815 )",156516,"(+/- 4688 )",172559,"(+/- 5726 )",211531,"(+/- 6070 )",158585,"(+/- 7732 )",148041,"(+/- 7149 )"
Education,"School Enrollment","Nursery school, preschool",6752,"(+/- 1262 )",9253,"(+/- 1675 )",11813,"(+/- 1528 )",7586,"(+/- 1129 )",5939,"(+/- 1235 )",9275,"(+/- 1634 )",9218,"(+/- 1348 )",9128,"(+/- 1242 )",6708,"(+/- 1381 )",8176,"(+/- 1329 )",11861,"(+/- 2052 )",7805,"(+/- 1275 )",6603,"(+/- 1410 )",8270,"(+/- 1809 )"
Education,"School Enrollment",Kindergarten,7697,"(+/- 1287 )",8615,"(+/- 1269 )",8962,"(+/- 1466 )",7848,"(+/- 1321 )",7130,"(+/- 1334 )",8806,"(+/- 1582 )",6946,"(+/- 1272 )",9444,"(+/- 1411 )",6614,"(+/- 1251 )",9694,"(+/- 1776 )",7904,"(+/- 1452 )",8214,"(+/- 1638 )",7607,"(+/- 1359 )",7241,"(+/- 1389 )"
Education,"School Enrollment","Elementary school (grades 1-8)",56529,"(+/- 2053 )",82954,"(+/- 3494 )",79063,"(+/- 3808 )",60213,"(+/- 2425 )",65601,"(+/- 2599 )",73199,"(+/- 2705 )",67138,"(+/- 2647 )",66931,"(+/- 3249 )",58324,"(+/- 3979 )",70343,"(+/- 3150 )",70025,"(+/- 3961 )",68309,"(+/- 3849 )",76795,"(+/- 4615 )",57322,"(+/- 3929 )"
Education,"School Enrollment","High school (grades 9-12)",32606,"(+/- 1663 )",40548,"(+/- 2283 )",38746,"(+/- 2658 )",33343,"(+/- 2251 )",35988,"(+/- 1646 )",36346,"(+/- 1558 )",36383,"(+/- 1756 )",39219,"(+/- 2600 )",31662,"(+/- 2783 )",39780,"(+/- 2361 )",38306,"(+/- 2388 )",39104,"(+/- 3302 )",33836,"(+/- 3282 )",35942,"(+/- 2909 )"
Education,"School Enrollment","College or graduate school",35062,"(+/- 3185 )",40803,"(+/- 3518 )",41889,"(+/- 3651 )",47212,"(+/- 2636 )",27833,"(+/- 3286 )",45600,"(+/- 3542 )",36383,"(+/- 2904 )",71837,"(+/- 3586 )",37188,"(+/- 2964 )",28523,"(+/- 2330 )",44463,"(+/- 3381 )",88099,"(+/- 4842 )",33744,"(+/- 3333 )",39266,"(+/- 4485 )"
Education,"Educational Attainment","Population 25 years and over",523063,"(+/- 1866 )",505448,"(+/- 4074 )",515168,"(+/- 4225 )",488024,"(+/- 3364 )",466296,"(+/- 3397 )",485110,"(+/- 2058 )",504534,"(+/- 3260 )",499120,"(+/- 4762 )",524596,"(+/- 6639 )",513744,"(+/- 5665 )",543470,"(+/- 6901 )",487357,"(+/- 6247 )",446196,"(+/- 7673 )",469769,"(+/- 8411 )"
Education,"Educational Attainment","Less than 9th grade",8540,"(+/- 1292 )",15337,"(+/- 2530 )",13806,"(+/- 2387 )",9423,"(+/- 1221 )",9170,"(+/- 1506 )",11849,"(+/- 1592 )",10430,"(+/- 1482 )",6873,"(+/- 1014 )",17560,"(+/- 2455 )",13193,"(+/- 2041 )",9256,"(+/- 1532 )",14657,"(+/- 2049 )",20003,"(+/- 2455 )",14732,"(+/- 1887 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",24613,"(+/- 2266 )",27315,"(+/- 2785 )",24912,"(+/- 2302 )",29161,"(+/- 2845 )",32217,"(+/- 2708 )",26070,"(+/- 2705 )",28092,"(+/- 2982 )",15720,"(+/- 2186 )",29640,"(+/- 3142 )",29594,"(+/- 2757 )",13772,"(+/- 1894 )",24399,"(+/- 2568 )",43733,"(+/- 3945 )",36231,"(+/- 3244 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",166663,"(+/- 4444 )",158171,"(+/- 6085 )",144756,"(+/- 5843 )",165471,"(+/- 4896 )",151967,"(+/- 5439 )",141679,"(+/- 4582 )",161376,"(+/- 5519 )",102642,"(+/- 4837 )",142953,"(+/- 5731 )",166405,"(+/- 5332 )",99349,"(+/- 5051 )",127480,"(+/- 5122 )",159826,"(+/- 6162 )",114527,"(+/- 5965 )"
Education,"Educational Attainment","Some college, no degree",118453,"(+/- 3826 )",109422,"(+/- 5282 )",108018,"(+/- 4989 )",110743,"(+/- 4273 )",115502,"(+/- 5296 )",110549,"(+/- 4282 )",113993,"(+/- 4679 )",101038,"(+/- 5067 )",109118,"(+/- 4834 )",118819,"(+/- 4239 )",93465,"(+/- 4700 )",97285,"(+/- 4238 )",108534,"(+/- 5697 )",104900,"(+/- 5374 )"
Education,"Educational Attainment","Associate's degree",59470,"(+/- 3121 )",50386,"(+/- 3438 )",42297,"(+/- 3315 )",55086,"(+/- 3218 )",54407,"(+/- 4141 )",47561,"(+/- 3008 )",55798,"(+/- 3399 )",47313,"(+/- 3733 )",48692,"(+/- 3550 )",59067,"(+/- 3339 )",46869,"(+/- 3185 )",41449,"(+/- 2882 )",36418,"(+/- 3521 )",35510,"(+/- 2987 )"
Education,"Educational Attainment","Bachelor's degree",89086,"(+/- 3893 )",95057,"(+/- 4881 )",116087,"(+/- 5265 )",74182,"(+/- 3811 )",65590,"(+/- 4538 )",91538,"(+/- 3997 )",85513,"(+/- 4188 )",138306,"(+/- 4699 )",107683,"(+/- 4761 )",80176,"(+/- 4522 )",159134,"(+/- 5830 )",98303,"(+/- 4225 )",51173,"(+/- 4112 )",86334,"(+/- 5232 )"
Education,"Educational Attainment","Graduate or professional degree",56238,"(+/- 3413 )",49760,"(+/- 3670 )",65292,"(+/- 3254 )",43958,"(+/- 3406 )",37443,"(+/- 3103 )",55864,"(+/- 3172 )",49332,"(+/- 3035 )",87228,"(+/- 3699 )",68950,"(+/- 3367 )",46490,"(+/- 3151 )",121625,"(+/- 4658 )",83784,"(+/- 4594 )",26509,"(+/- 2614 )",77535,"(+/- 4836 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.7,"(+/- 0.5 )",91.6,"(+/- 0.7 )",92.5,"(+/- 0.6 )",92.1,"(+/- 0.7 )",91.1,"(+/- 0.6 )",92.2,"(+/- 0.6 )",92.4,"(+/- 0.7 )",95.5,"(+/- 0.5 )",91.0,"(+/- 0.7 )",91.7,"(+/- 0.7 )",95.8,"(+/- 0.4 )",92.0,"(+/- 0.7 )",85.7,"(+/- 1.0 )",89.2,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",27.8,"(+/- 0.8 )",28.7,"(+/- 1.2 )",35.2,"(+/- 1.0 )",24.2,"(+/- 0.9 )",22.1,"(+/- 1.1 )",30.4,"(+/- 0.9 )",26.7,"(+/- 1.0 )",45.2,"(+/- 1.0 )",33.7,"(+/- 0.9 )",24.7,"(+/- 1.0 )",51.7,"(+/- 1.1 )",37.4,"(+/- 1.2 )",17.4,"(+/- 1.1 )",34.9,"(+/- 1.3 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

