Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.6,"(+/- 2.2 )",5.9,"(+/- 1.7 )",2.2,"(+/- 0.9 )",10.6,"(+/- 2.3 )",3.1,"(+/- 1.1 )",4.3,"(+/- 1.8 )",1.9,"(+/- 1.0 )",11.0,"(+/- 3.0 )",7.9,"(+/- 2.2 )",8.6,"(+/- 2.7 )",2.8,"(+/- 1.3 )",3.1,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.4,"(+/- 5.1 )",4.2,"(+/- 3.4 )",0.2,"(+/- 0.3 )",11.9,"(+/- 6.5 )",1.7,"(+/- 2.2 )",2.4,"(+/- 2.1 )",0.7,"(+/- 0.9 )",1.3,"(+/- 1.3 )",11.1,"(+/- 6.3 )",7.8,"(+/- 5.8 )",2.5,"(+/- 1.8 )",3.3,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.8,"(+/- 3.7 )",26.7,"(+/- 4.5 )",17.3,"(+/- 4.0 )",14.4,"(+/- 4.8 )",10.9,"(+/- 3.5 )",15.5,"(+/- 3.4 )",13.5,"(+/- 4.4 )",25.8,"(+/- 4.1 )",24.0,"(+/- 3.6 )",25.1,"(+/- 4.0 )",10.3,"(+/- 3.5 )",17.3,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.3,"(+/- 5.8 )",38.5,"(+/- 7.3 )",26.9,"(+/- 6.3 )",21.7,"(+/- 8.0 )",19.4,"(+/- 6.5 )",23.3,"(+/- 5.4 )",21.6,"(+/- 8.4 )",37.8,"(+/- 5.8 )",38.0,"(+/- 5.6 )",35.0,"(+/- 5.3 )",16.8,"(+/- 6.5 )",25.5,"(+/- 8.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",20.9,"(+/- 13.1 )",36.2,"(+/- 23.5 )",44.4,"(+/- 19.1 )",51.8,"(+/- 27.3 )",11.0,"(+/- 11.2 )",26.7,"(+/- 21.9 )",19.8,"(+/- 17.9 )",23.6,"(+/- 11.6 )",39.7,"(+/- 15.7 )",35.6,"(+/- 10.4 )",19.6,"(+/- 23.1 )",19.4,"(+/- 19.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",11.1,"(+/- 1.2 )",11.9,"(+/- 1.0 )",6.6,"(+/- 0.9 )",11.4,"(+/- 1.4 )",6.2,"(+/- 1.0 )",8.9,"(+/- 0.9 )",5.3,"(+/- 0.8 )",16.7,"(+/- 1.4 )",13.4,"(+/- 1.2 )",17.1,"(+/- 1.7 )",4.8,"(+/- 0.7 )",8.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.5,"(+/- 2.5 )",18.1,"(+/- 2.8 )",8.6,"(+/- 2.2 )",18.6,"(+/- 3.7 )",7.6,"(+/- 2.2 )",10.8,"(+/- 2.2 )",5.3,"(+/- 2.0 )",23.4,"(+/- 3.1 )",20.3,"(+/- 2.6 )",24.0,"(+/- 3.6 )",5.2,"(+/- 1.5 )",9.8,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",15.3,"(+/- 2.5 )",17.6,"(+/- 2.7 )",8.4,"(+/- 2.2 )",18.5,"(+/- 3.7 )",7.6,"(+/- 2.2 )",10.8,"(+/- 2.2 )",5.2,"(+/- 2.0 )",23.3,"(+/- 3.1 )",20.0,"(+/- 2.6 )",23.6,"(+/- 3.6 )",4.8,"(+/- 1.4 )",9.2,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",16.0,"(+/- 3.7 )",18.5,"(+/- 4.3 )",9.2,"(+/- 3.5 )",22.0,"(+/- 4.8 )",7.3,"(+/- 4.2 )",12.8,"(+/- 3.8 )",6.0,"(+/- 3.2 )",18.5,"(+/- 4.7 )",23.3,"(+/- 5.0 )",25.5,"(+/- 4.4 )",4.8,"(+/- 2.3 )",10.9,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.0,"(+/- 2.6 )",17.3,"(+/- 2.9 )",8.1,"(+/- 2.5 )",17.1,"(+/- 3.7 )",7.6,"(+/- 2.1 )",10.0,"(+/- 2.2 )",4.9,"(+/- 2.0 )",25.4,"(+/- 3.3 )",18.7,"(+/- 2.6 )",22.8,"(+/- 3.9 )",4.8,"(+/- 1.6 )",8.7,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.9,"(+/- 0.9 )",10.2,"(+/- 0.9 )",6.1,"(+/- 0.7 )",8.9,"(+/- 0.9 )",5.9,"(+/- 0.8 )",8.4,"(+/- 0.7 )",5.3,"(+/- 0.7 )",14.9,"(+/- 1.2 )",11.4,"(+/- 1.0 )",14.9,"(+/- 1.4 )",4.7,"(+/- 0.6 )",8.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.8,"(+/- 1.4 )",8.2,"(+/- 1.4 )",7.6,"(+/- 1.2 )",7.4,"(+/- 1.0 )",6.0,"(+/- 1.5 )",8.7,"(+/- 1.6 )",7.4,"(+/- 1.4 )",22.7,"(+/- 3.4 )",11.7,"(+/- 1.7 )",14.3,"(+/- 2.2 )",6.5,"(+/- 1.4 )",8.3,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.0,"(+/- 1.4 )",9.8,"(+/- 1.2 )",4.9,"(+/- 1.0 )",10.0,"(+/- 1.6 )",4.4,"(+/- 1.0 )",6.0,"(+/- 1.0 )",3.5,"(+/- 0.9 )",14.1,"(+/- 1.8 )",11.5,"(+/- 1.4 )",14.3,"(+/- 2.1 )",3.3,"(+/- 0.8 )",5.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.4,"(+/- 1.9 )",20.4,"(+/- 2.3 )",15.3,"(+/- 2.0 )",19.5,"(+/- 2.3 )",18.4,"(+/- 2.6 )",24.1,"(+/- 2.6 )",17.6,"(+/- 2.0 )",24.8,"(+/- 2.0 )",23.3,"(+/- 2.3 )",27.7,"(+/- 2.6 )",13.0,"(+/- 1.8 )",22.1,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",174820,"(+/- 5709 )",164212,"(+/- 5478 )",167333,"(+/- 6091 )",215431,"(+/- 6758 )",184609,"(+/- 6114 )",196951,"(+/- 6912 )",180594,"(+/- 6255 )",176630,"(+/- 6887 )",183713,"(+/- 7817 )",208029,"(+/- 8549 )",187556,"(+/- 5859 )",200792,"(+/- 5770 )"
Education,"School Enrollment","Nursery school, preschool",9022,"(+/- 1600 )",9457,"(+/- 1951 )",10081,"(+/- 1932 )",16719,"(+/- 2611 )",11747,"(+/- 1890 )",11537,"(+/- 2001 )",10150,"(+/- 1634 )",14396,"(+/- 2578 )",9449,"(+/- 1694 )",12893,"(+/- 2409 )",14160,"(+/- 1839 )",11101,"(+/- 2248 )"
Education,"School Enrollment",Kindergarten,10039,"(+/- 1686 )",10320,"(+/- 1892 )",7937,"(+/- 1756 )",13784,"(+/- 2187 )",8221,"(+/- 1303 )",8170,"(+/- 1495 )",9498,"(+/- 1550 )",10186,"(+/- 2221 )",8872,"(+/- 1708 )",13036,"(+/- 2501 )",9699,"(+/- 1683 )",10122,"(+/- 2146 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70745,"(+/- 3096 )",70463,"(+/- 2867 )",63809,"(+/- 3737 )",90197,"(+/- 4121 )",74499,"(+/- 3679 )",69707,"(+/- 4947 )",77627,"(+/- 4075 )",72827,"(+/- 4564 )",75756,"(+/- 4862 )",77198,"(+/- 4927 )",74097,"(+/- 3606 )",80964,"(+/- 4970 )"
Education,"School Enrollment","High school (grades 9-12)",37745,"(+/- 2066 )",36679,"(+/- 2644 )",41472,"(+/- 2695 )",44258,"(+/- 3325 )",42866,"(+/- 3228 )",39878,"(+/- 2717 )",43088,"(+/- 2817 )",32264,"(+/- 2563 )",42704,"(+/- 3112 )",42633,"(+/- 3470 )",39194,"(+/- 3263 )",38620,"(+/- 3101 )"
Education,"School Enrollment","College or graduate school",47269,"(+/- 3764 )",37293,"(+/- 3404 )",44034,"(+/- 3843 )",50473,"(+/- 4548 )",47276,"(+/- 3187 )",67659,"(+/- 4223 )",40231,"(+/- 3896 )",46957,"(+/- 4146 )",46932,"(+/- 4162 )",62269,"(+/- 5321 )",50406,"(+/- 3488 )",59985,"(+/- 4355 )"
Education,"Educational Attainment","Population 25 years and over",522829,"(+/- 4841 )",526504,"(+/- 5647 )",551410,"(+/- 5007 )",542611,"(+/- 7685 )",532621,"(+/- 7725 )",522323,"(+/- 5783 )",541915,"(+/- 7970 )",566669,"(+/- 10166 )",542684,"(+/- 8612 )",550112,"(+/- 9088 )",535378,"(+/- 8562 )",539371,"(+/- 5234 )"
Education,"Educational Attainment","Less than 9th grade",17519,"(+/- 2628 )",22608,"(+/- 3526 )",11419,"(+/- 2200 )",14755,"(+/- 2347 )",14350,"(+/- 2792 )",27661,"(+/- 3073 )",13720,"(+/- 2511 )",60505,"(+/- 5744 )",41461,"(+/- 4430 )",29538,"(+/- 4213 )",12307,"(+/- 2610 )",25767,"(+/- 3816 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27300,"(+/- 3207 )",35518,"(+/- 3270 )",20281,"(+/- 2522 )",17793,"(+/- 2640 )",17390,"(+/- 2608 )",25117,"(+/- 2574 )",11386,"(+/- 2116 )",34521,"(+/- 4138 )",32799,"(+/- 3376 )",32078,"(+/- 3371 )",12232,"(+/- 2060 )",25908,"(+/- 3444 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",153444,"(+/- 6162 )",171493,"(+/- 5969 )",160343,"(+/- 5969 )",130469,"(+/- 7679 )",107737,"(+/- 5856 )",124774,"(+/- 5610 )",110240,"(+/- 6131 )",158402,"(+/- 8157 )",149555,"(+/- 7747 )",166571,"(+/- 7523 )",93529,"(+/- 6142 )",122865,"(+/- 6954 )"
Education,"Educational Attainment","Some college, no degree",88886,"(+/- 4851 )",90044,"(+/- 5420 )",99064,"(+/- 5631 )",91186,"(+/- 5445 )",77942,"(+/- 4667 )",83200,"(+/- 4772 )",70787,"(+/- 4165 )",65127,"(+/- 4619 )",81168,"(+/- 6796 )",98045,"(+/- 7186 )",69569,"(+/- 4553 )",81404,"(+/- 5631 )"
Education,"Educational Attainment","Associate's degree",46445,"(+/- 3897 )",42914,"(+/- 3692 )",46175,"(+/- 3483 )",43719,"(+/- 4332 )",35362,"(+/- 3876 )",35200,"(+/- 3056 )",34126,"(+/- 3498 )",27517,"(+/- 3078 )",35928,"(+/- 3416 )",42800,"(+/- 4715 )",33206,"(+/- 3282 )",30612,"(+/- 2457 )"
Education,"Educational Attainment","Bachelor's degree",118095,"(+/- 5205 )",104284,"(+/- 5107 )",138990,"(+/- 5862 )",152791,"(+/- 6677 )",168761,"(+/- 6607 )",136662,"(+/- 5791 )",164458,"(+/- 5711 )",133492,"(+/- 6553 )",122531,"(+/- 6143 )",115126,"(+/- 5299 )",173242,"(+/- 5919 )",135921,"(+/- 6334 )"
Education,"Educational Attainment","Graduate or professional degree",71140,"(+/- 4524 )",59643,"(+/- 4184 )",75138,"(+/- 4661 )",91898,"(+/- 5158 )",111079,"(+/- 6222 )",89709,"(+/- 4028 )",137198,"(+/- 5920 )",87105,"(+/- 5135 )",79242,"(+/- 5026 )",65954,"(+/- 4352 )",141293,"(+/- 5140 )",116894,"(+/- 5997 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.4,"(+/- 0.7 )",89.0,"(+/- 0.9 )",94.3,"(+/- 0.6 )",94.0,"(+/- 0.6 )",94.0,"(+/- 0.7 )",89.9,"(+/- 0.8 )",95.4,"(+/- 0.6 )",83.2,"(+/- 1.2 )",86.3,"(+/- 0.9 )",88.8,"(+/- 1.0 )",95.4,"(+/- 0.6 )",90.4,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",36.2,"(+/- 1.1 )",31.1,"(+/- 1.2 )",38.8,"(+/- 1.3 )",45.1,"(+/- 1.5 )",52.5,"(+/- 1.4 )",43.3,"(+/- 1.3 )",55.7,"(+/- 1.4 )",38.9,"(+/- 1.2 )",37.2,"(+/- 1.3 )",32.9,"(+/- 1.1 )",58.8,"(+/- 1.2 )",46.9,"(+/- 1.3 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",280238,G,234185,G,261857,G,308213,G,301251,G,331793,G,363703,G,253581,G,311159,G,224190,G,429884,G,346797,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",33,G,395,G,144,H,94,H,53,G,9,J,179,H,0,N,0,N,6,G,59,G,30,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",34,H,206,J,51,G,187,H,124,J,70,H,265,J,0,N,0,N,0,N,132,G,27,J
Business,"Paid employees for pay period including March 12",Utilities,666,J,3086,J,1183,J,1577,G,1515,G,1690,J,1021,J,828,H,1238,J,3007,J,477,J,2038,J
Business,"Paid employees for pay period including March 12",Construction,15476,G,14119,G,10551,G,17176,G,13287,G,15938,G,18933,G,8641,G,16263,G,7111,G,17286,G,10329,G
Business,"Paid employees for pay period including March 12",Manufacturing,20625,G,15532,G,12819,H,14506,G,16394,G,18356,G,23766,G,12691,G,31618,G,11544,G,24579,G,19338,G
Business,"Paid employees for pay period including March 12","Wholesale trade",17595,G,10481,G,14524,G,12301,G,23254,G,25833,G,26150,G,16648,G,34633,G,11850,G,32258,G,38317,G
Business,"Paid employees for pay period including March 12","Retail trade",44458,G,34946,G,40637,G,52083,G,44932,G,42031,G,46908,G,27499,G,29504,G,22970,G,43432,G,34308,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16197,G,8621,G,12362,H,11339,G,8680,G,24504,G,7992,G,26266,G,28750,G,35919,H,11116,G,15204,G
Business,"Paid employees for pay period including March 12",Information,4290,H,1766,G,4115,G,8199,H,6106,G,8455,G,17144,H,5788,H,9489,G,2948,G,8262,G,6897,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6341,G,5560,G,19979,G,13100,G,11879,G,10369,G,19719,G,43243,H,8139,G,9633,H,25605,G,20951,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3811,G,3427,G,5172,H,7029,G,3687,G,5735,G,5023,G,3679,G,9500,G,4328,H,8135,G,4565,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",15830,G,8250,G,18656,G,24464,G,21242,G,48052,G,39993,G,11875,G,16888,G,12454,G,62444,G,48069,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",9511,G,2012,G,9914,G,3169,G,13030,H,10422,G,17941,G,4841,G,11934,H,1420,G,32660,G,10955,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",16982,G,9346,G,14686,G,15799,G,15915,G,23755,G,22732,G,13651,G,20362,G,11733,G,28432,G,20709,G
Business,"Paid employees for pay period including March 12","Educational services",4754,G,3560,G,2763,G,12148,G,10847,H,6760,H,7156,G,8272,H,5568,G,8967,H,14196,G,26439,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",61526,G,42448,G,54494,G,62564,G,64401,G,48320,G,54957,G,34345,G,44332,G,45873,G,63805,G,47690,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4028,G,3901,G,4582,G,8458,G,6630,G,4428,G,7907,G,2790,G,6908,H,4717,G,8449,G,4968,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25481,G,55990,G,24287,G,28445,G,25584,G,25076,G,29737,G,23028,G,23083,G,19163,G,30591,G,22745,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12555,G,10515,G,10919,G,15538,G,13643,G,11968,G,16149,G,9453,G,12875,G,10506,G,17902,G,13185,G
Business,"Paid employees for pay period including March 12","Industries not classified",45,H,24,H,19,J,37,J,48,J,22,J,31,H,24,G,33,J,41,J,64,H,33,J
Business,"Annual payroll ($1,000)","Total for all sectors",13868717,G,9935282,G,13693085,G,15341635,G,17944184,G,21490591,G,29099721,G,19145642,G,18171144,G,14091422,H,33290146,G,25172197,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1345,G,19718,G,7955,G,4052,J,1795,G,560,G,7779,G,0,N,0,N,194,G,1303,G,1562,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",2055,G,13359,H,3574,G,19347,H,8850,J,4900,H,17294,J,0,N,0,N,0,N,8375,G,3949,J
Business,"Annual payroll ($1,000)",Utilities,75517,J,398962,J,125890,J,199197,G,190949,G,219796,J,124516,J,97757,H,160061,J,393261,J,56103,H,353066,J
Business,"Annual payroll ($1,000)",Construction,1081115,G,895851,G,671746,G,1192525,G,977702,G,1358137,G,1482269,G,569096,G,1171403,G,534380,G,1315195,G,743140,G
Business,"Annual payroll ($1,000)",Manufacturing,1166707,G,863768,G,968796,H,809566,G,1139424,G,1157207,G,1927137,G,696783,G,1860672,G,726829,G,1746331,G,1414695,G
Business,"Annual payroll ($1,000)","Wholesale trade",1173936,G,576704,G,927749,G,810717,G,2161157,G,2287059,G,4574223,H,1025472,G,2779227,G,743521,G,3543049,G,4856153,G
Business,"Annual payroll ($1,000)","Retail trade",1395615,G,1117308,G,1302150,G,1636236,G,1374075,G,1294774,G,1535155,G,739958,G,995502,G,861816,H,1365299,G,1063740,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",673861,G,340486,G,607624,H,467304,G,616825,H,1434684,G,455463,G,1731853,G,1193916,G,2231283,H,584421,H,715517,G
Business,"Annual payroll ($1,000)",Information,259400,G,100098,G,346261,G,810019,G,653637,H,1070603,G,2188619,H,684797,H,968508,G,213189,G,811396,G,718673,G
Business,"Annual payroll ($1,000)","Finance and insurance",618148,G,425915,G,2117761,G,1414778,G,1389677,G,1212497,G,2742911,G,7692851,H,891021,G,2598715,J,3620218,G,2777082,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",228835,G,152143,G,363439,H,515069,G,230750,G,366274,G,308693,G,218797,G,449394,G,185916,H,673870,G,308868,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1230015,G,561216,G,1413188,G,1915723,G,1888340,G,4605210,G,5327677,G,1204746,G,1753986,G,1496337,H,7081548,G,5142104,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",987856,G,140786,G,796815,G,272153,H,1503161,H,1614389,H,3163053,G,836349,H,1490618,G,115778,G,5500643,G,1690346,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",677428,G,338533,G,582184,G,686663,G,757549,G,907652,G,1063130,G,725510,G,830964,G,466079,G,1297216,G,892330,G
Business,"Annual payroll ($1,000)","Educational services",166552,H,100352,G,61435,G,380321,G,361467,H,217119,H,241309,G,395753,H,214877,G,363014,H,526256,G,1234602,H
Business,"Annual payroll ($1,000)","Health care and social assistance",3340921,H,2107211,H,2663381,G,3129569,G,3769023,G,2769771,G,2834785,G,1698148,G,2295331,G,2360932,G,3630283,G,2322871,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",61546,G,101170,G,74469,G,155389,G,95570,G,80557,G,147588,G,91480,H,341923,H,158803,H,422184,H,76374,G
Business,"Annual payroll ($1,000)","Accommodation and food services",385175,G,1420192,G,376084,G,472043,G,434666,G,408949,G,476717,G,426766,G,395925,G,314764,G,524511,G,366985,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",341569,G,260665,G,281320,G,449464,G,385269,G,478581,G,480652,G,306855,G,372145,G,325257,G,580144,G,489011,G
Business,"Annual payroll ($1,000)","Industries not classified",1121,G,845,G,1264,G,1500,G,4298,G,1872,G,751,G,2414,H,2002,G,1354,H,1801,G,1129,G
Business,"Total Establishments","Total for all sectors",16183,X,16909,X,16799,X,22394,X,22617,X,18657,X,22934,X,16157,X,21400,X,13847,X,25056,X,18899,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",5,X,55,X,24,X,28,X,20,X,8,X,44,X,0,N,0,N,3,X,10,X,6,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",3,X,16,X,4,X,10,X,13,X,6,X,3,X,0,N,0,N,0,N,6,X,6,X
Business,"Total Establishments",Utilities,23,X,45,X,39,X,46,X,38,X,46,X,37,X,20,X,13,X,19,X,25,X,37,X
Business,"Total Establishments",Construction,1435,X,2094,X,1879,X,2297,X,2195,X,1509,X,2162,X,1406,X,1890,X,1047,X,2336,X,1398,X
Business,"Total Establishments",Manufacturing,551,X,468,X,407,X,519,X,629,X,523,X,674,X,544,X,1003,X,445,X,805,X,497,X
Business,"Total Establishments","Wholesale trade",787,X,561,X,671,X,1040,X,1424,X,1253,X,1122,X,810,X,2121,X,711,X,1524,X,1067,X
Business,"Total Establishments","Retail trade",2447,X,2645,X,2125,X,3113,X,2742,X,2307,X,2720,X,2506,X,2648,X,2243,X,2588,X,2067,X
Business,"Total Establishments","Transportation and warehousing",499,X,406,X,434,X,487,X,548,X,998,X,505,X,1190,X,1078,X,880,X,537,X,647,X
Business,"Total Establishments",Information,246,X,192,X,260,X,328,X,340,X,351,X,399,X,288,X,345,X,230,X,436,X,354,X
Business,"Total Establishments","Finance and insurance",691,X,604,X,896,X,1294,X,1078,X,776,X,1367,X,777,X,817,X,430,X,1579,X,903,X
Business,"Total Establishments","Real estate and rental and leasing",608,X,723,X,646,X,1194,X,879,X,744,X,898,X,763,X,1058,X,707,X,1112,X,628,X
Business,"Total Establishments","Professional, scientific, and technical services",1666,X,1211,X,1869,X,2672,X,2825,X,2833,X,3354,X,1395,X,2079,X,1290,X,3626,X,3370,X
Business,"Total Establishments","Management of companies and enterprises",167,X,39,X,115,X,97,X,153,X,105,X,153,X,67,X,121,X,35,X,308,X,120,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1011,X,1006,X,1060,X,1426,X,1552,X,1069,X,1596,X,688,X,1067,X,614,X,1710,X,1168,X
Business,"Total Establishments","Educational services",223,X,191,X,254,X,467,X,424,X,276,X,447,X,217,X,294,X,219,X,496,X,441,X
Business,"Total Establishments","Health care and social assistance",2311,X,1905,X,2487,X,3021,X,3134,X,1989,X,2760,X,1632,X,2415,X,1667,X,3147,X,2404,X
Business,"Total Establishments","Arts, entertainment, and recreation",230,X,372,X,310,X,420,X,391,X,281,X,439,X,227,X,272,X,204,X,454,X,288,X
Business,"Total Establishments","Accommodation and food services",1514,X,2429,X,1558,X,1800,X,1820,X,1834,X,1908,X,1855,X,1883,X,1383,X,1960,X,1560,X
Business,"Total Establishments","Other services (except public administration)",1734,X,1917,X,1736,X,2100,X,2368,X,1717,X,2316,X,1735,X,2238,X,1682,X,2352,X,1908,X
Business,"Total Establishments","Industries not classified",32,X,30,X,25,X,35,X,44,X,32,X,30,X,36,X,54,X,38,X,45,X,30,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
