Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Sex and Age","45 to 54 years",75181,"(+/- 3063 )",91705,"(+/- 2945 )",83787,"(+/- 3559 )",98684,"(+/- 3260 )",87093,"(+/- 3563 )",88741,"(+/- 3729 )",104449,"(+/- 3745 )",85390,"(+/- 5618 )",98393,"(+/- 4480 )",92439,"(+/- 3025 )",101408,"(+/- 3722 )",95218,"(+/- 2437 )",99740,"(+/- 4148 )",98785,"(+/- 3510 )",110382,"(+/- 3975 )",86546,"(+/- 3659 )",97146,"(+/- 5057 )",100460,"(+/- 4732 )",101100,"(+/- 4190 )",88260,"(+/- 1990 )",74834,"(+/- 3932 )",85532,"(+/- 4259 )",87169,"(+/- 3800 )",77956,"(+/- 1365 )",97771,"(+/- 5864 )",89063,"(+/- 2169 )",92295,"(+/- 4993 )",88115,"(+/- 5113 )",92815,"(+/- 4697 )",112804,"(+/- 6438 )",89722,"(+/- 5166 )",93160,"(+/- 5003 )",89882,"(+/- 5784 )",87200,"(+/- 5037 )",94896,"(+/- 5482 )",85154,"(+/- 5069 )",85828,"(+/- 5395 )",92574,"(+/- 5535 )",100063,"(+/- 4560 )",93997,"(+/- 4637 )",91442,"(+/- 4731 )",112432,"(+/- 5741 )",93272,"(+/- 4960 )",90697,"(+/- 4947 )",109504,"(+/- 5685 )",91380,"(+/- 4757 )",96311,"(+/- 6318 )",93185,"(+/- 4505 )",94197,"(+/- 6051 )",86731,"(+/- 5151 )",78661,"(+/- 3597 )",96651,"(+/- 5261 )",98728,"(+/- 5787 )"
People,"Sex and Age","55 to 59 years",49217,"(+/- 2783 )",52671,"(+/- 3513 )",47689,"(+/- 2988 )",58504,"(+/- 3644 )",43854,"(+/- 3201 )",41492,"(+/- 3641 )",53196,"(+/- 3648 )",41932,"(+/- 3421 )",47790,"(+/- 4072 )",45683,"(+/- 3173 )",51899,"(+/- 2883 )",45334,"(+/- 3316 )",44206,"(+/- 3532 )",50286,"(+/- 3360 )",54398,"(+/- 4349 )",34825,"(+/- 2892 )",47417,"(+/- 3511 )",51668,"(+/- 4515 )",48871,"(+/- 3691 )",40705,"(+/- 2635 )",36605,"(+/- 3404 )",45459,"(+/- 3592 )",40094,"(+/- 3333 )",41060,"(+/- 2836 )",51158,"(+/- 4591 )",43846,"(+/- 3333 )",45488,"(+/- 3536 )",43969,"(+/- 3907 )",46559,"(+/- 3688 )",50336,"(+/- 4259 )",41491,"(+/- 3933 )",44945,"(+/- 3905 )",48866,"(+/- 4122 )",41084,"(+/- 3581 )",42400,"(+/- 3356 )",47741,"(+/- 3503 )",42926,"(+/- 3849 )",44410,"(+/- 3681 )",52459,"(+/- 3804 )",38171,"(+/- 3141 )",39050,"(+/- 3288 )",51820,"(+/- 3439 )",46236,"(+/- 4282 )",42667,"(+/- 4043 )",55749,"(+/- 4941 )",41808,"(+/- 3365 )",48113,"(+/- 3592 )",55961,"(+/- 4593 )",48456,"(+/- 3971 )",46323,"(+/- 3798 )",38555,"(+/- 3740 )",45083,"(+/- 3937 )",46136,"(+/- 3928 )"
People,"Sex and Age","60 to 64 years",49282,"(+/- 3267 )",51141,"(+/- 3379 )",46245,"(+/- 2816 )",53947,"(+/- 3110 )",47283,"(+/- 3536 )",45900,"(+/- 3048 )",47071,"(+/- 3509 )",43647,"(+/- 3303 )",49613,"(+/- 4720 )",41317,"(+/- 3441 )",47237,"(+/- 3775 )",39453,"(+/- 3010 )",46097,"(+/- 3062 )",45545,"(+/- 3629 )",46462,"(+/- 3564 )",33561,"(+/- 2884 )",41606,"(+/- 3781 )",42066,"(+/- 3330 )",41018,"(+/- 3133 )",44751,"(+/- 2462 )",31756,"(+/- 2715 )",42587,"(+/- 3615 )",45350,"(+/- 3594 )",46747,"(+/- 2835 )",49491,"(+/- 4024 )",45776,"(+/- 2956 )",52462,"(+/- 3658 )",40938,"(+/- 4125 )",37697,"(+/- 2933 )",48562,"(+/- 4304 )",43022,"(+/- 3778 )",40428,"(+/- 3591 )",47491,"(+/- 4379 )",35471,"(+/- 2720 )",37989,"(+/- 3187 )",51978,"(+/- 3545 )",42322,"(+/- 3751 )",39248,"(+/- 3348 )",46274,"(+/- 3151 )",37169,"(+/- 3297 )",39631,"(+/- 3057 )",45846,"(+/- 4491 )",42025,"(+/- 2952 )",38430,"(+/- 3389 )",49168,"(+/- 3800 )",34803,"(+/- 3426 )",42805,"(+/- 3029 )",51422,"(+/- 3884 )",45905,"(+/- 3565 )",47602,"(+/- 3668 )",40588,"(+/- 3122 )",41266,"(+/- 3613 )",41708,"(+/- 3616 )"
People,"Sex and Age","65 to 74 years",96999,"(+/- 2411 )",102566,"(+/- 2883 )",70718,"(+/- 2880 )",103744,"(+/- 2430 )",84856,"(+/- 3192 )",67093,"(+/- 3708 )",74731,"(+/- 3268 )",68567,"(+/- 3868 )",69604,"(+/- 3391 )",63953,"(+/- 2364 )",76059,"(+/- 3070 )",71238,"(+/- 1830 )",71173,"(+/- 3316 )",73887,"(+/- 2499 )",70259,"(+/- 3363 )",53265,"(+/- 2658 )",55449,"(+/- 3703 )",68174,"(+/- 3309 )",63384,"(+/- 3342 )",69639,"(+/- 1556 )",42916,"(+/- 2479 )",64634,"(+/- 3379 )",63002,"(+/- 3181 )",79159,"(+/- 957 )",61734,"(+/- 4595 )",70668,"(+/- 1845 )",74274,"(+/- 4644 )",72206,"(+/- 3737 )",53540,"(+/- 3618 )",72530,"(+/- 4388 )",56580,"(+/- 3713 )",60189,"(+/- 3894 )",74163,"(+/- 4374 )",53264,"(+/- 4142 )",47793,"(+/- 3299 )",94243,"(+/- 4366 )",55782,"(+/- 3596 )",58249,"(+/- 3847 )",73454,"(+/- 4428 )",45216,"(+/- 3700 )",49981,"(+/- 3334 )",64141,"(+/- 3623 )",55838,"(+/- 4002 )",54055,"(+/- 3479 )",74231,"(+/- 3493 )",48482,"(+/- 3371 )",62476,"(+/- 3544 )",78448,"(+/- 4105 )",68434,"(+/- 4528 )",73981,"(+/- 5099 )",59295,"(+/- 3736 )",66542,"(+/- 4434 )",64346,"(+/- 4203 )"
People,"Sex and Age","75 to 84 years",44691,"(+/- 2216 )",45881,"(+/- 2550 )",33073,"(+/- 2076 )",48989,"(+/- 2504 )",41237,"(+/- 3056 )",30143,"(+/- 2670 )",34230,"(+/- 2655 )",29057,"(+/- 2886 )",33346,"(+/- 2529 )",29214,"(+/- 2079 )",39523,"(+/- 2328 )",34759,"(+/- 2259 )",29763,"(+/- 2274 )",37432,"(+/- 2167 )",36026,"(+/- 2689 )",23126,"(+/- 1962 )",30173,"(+/- 2638 )",35353,"(+/- 2443 )",28904,"(+/- 2479 )",30384,"(+/- 1680 )",16887,"(+/- 1992 )",31599,"(+/- 1929 )",27695,"(+/- 2236 )",38472,"(+/- 2207 )",26838,"(+/- 2647 )",34807,"(+/- 1951 )",38875,"(+/- 3201 )",35633,"(+/- 2763 )",20602,"(+/- 2210 )",34911,"(+/- 3167 )",23868,"(+/- 2652 )",30026,"(+/- 2505 )",39805,"(+/- 3121 )",24918,"(+/- 2559 )",21259,"(+/- 2043 )",59962,"(+/- 3039 )",31913,"(+/- 2687 )",34060,"(+/- 2987 )",35849,"(+/- 2924 )",18361,"(+/- 2440 )",19561,"(+/- 2342 )",30653,"(+/- 3103 )",27652,"(+/- 2855 )",24959,"(+/- 2627 )",38117,"(+/- 3041 )",22321,"(+/- 2244 )",28209,"(+/- 2567 )",41229,"(+/- 3310 )",39307,"(+/- 3526 )",34131,"(+/- 3462 )",24114,"(+/- 2349 )",36640,"(+/- 3241 )",28338,"(+/- 3066 )"
People,"Sex and Age","85 years and over",15206,"(+/- 1965 )",15940,"(+/- 1931 )",11254,"(+/- 1378 )",20299,"(+/- 2321 )",16115,"(+/- 2186 )",12141,"(+/- 2091 )",13507,"(+/- 1835 )",10092,"(+/- 1551 )",9789,"(+/- 1426 )",10858,"(+/- 1742 )",13608,"(+/- 1716 )",18429,"(+/- 2113 )",13244,"(+/- 1809 )",16926,"(+/- 1932 )",13928,"(+/- 1726 )",10651,"(+/- 1586 )",13879,"(+/- 1853 )",17309,"(+/- 2461 )",11508,"(+/- 1536 )",12560,"(+/- 1701 )",5858,"(+/- 1083 )",9689,"(+/- 1546 )",11534,"(+/- 1752 )",17027,"(+/- 2088 )",9202,"(+/- 1655 )",14020,"(+/- 1881 )",18018,"(+/- 1873 )",15967,"(+/- 2261 )",9358,"(+/- 1400 )",13006,"(+/- 1603 )",10521,"(+/- 1817 )",11967,"(+/- 1353 )",16179,"(+/- 2112 )",11636,"(+/- 1591 )",7201,"(+/- 1074 )",18364,"(+/- 2354 )",12613,"(+/- 1676 )",15229,"(+/- 1778 )",15244,"(+/- 2134 )",7468,"(+/- 1470 )",6738,"(+/- 1298 )",11613,"(+/- 2015 )",8914,"(+/- 1698 )",8226,"(+/- 1558 )",15756,"(+/- 2398 )",10510,"(+/- 1564 )",11812,"(+/- 1646 )",17222,"(+/- 1823 )",11464,"(+/- 1593 )",11639,"(+/- 1700 )",11224,"(+/- 1384 )",14571,"(+/- 2094 )",11414,"(+/- 1991 )"
People,"Sex and Age","Median age (years)",42.5,"(+/- 0.4 )",45.1,"(+/- 0.5 )",36.3,"(+/- 0.5 )",44.2,"(+/- 0.6 )",41.3,"(+/- 0.9 )",35.5,"(+/- 0.5 )",38.8,"(+/- 0.6 )",34.7,"(+/- 0.7 )",35.8,"(+/- 0.5 )",35.2,"(+/- 0.3 )",39.6,"(+/- 0.5 )",40.2,"(+/- 0.4 )",38.2,"(+/- 0.5 )",41.2,"(+/- 0.5 )",39.9,"(+/- 0.5 )",31.8,"(+/- 0.5 )",36.4,"(+/- 0.6 )",40.7,"(+/- 0.8 )",38.7,"(+/- 0.7 )",35.8,"(+/- 0.3 )",30.6,"(+/- 0.6 )",33.5,"(+/- 0.5 )",34.2,"(+/- 0.6 )",37.2,"(+/- 0.3 )",37.2,"(+/- 1.0 )",38.3,"(+/- 0.5 )",42.8,"(+/- 0.9 )",39.9,"(+/- 0.7 )",36.2,"(+/- 0.6 )",40.2,"(+/- 0.8 )",34.3,"(+/- 0.7 )",38.0,"(+/- 0.8 )",41.9,"(+/- 1.0 )",36.1,"(+/- 0.6 )",33.1,"(+/- 0.7 )",42.0,"(+/- 1.0 )",37.0,"(+/- 0.8 )",38.3,"(+/- 0.7 )",40.3,"(+/- 0.8 )",33.6,"(+/- 0.8 )",32.4,"(+/- 0.7 )",36.4,"(+/- 0.8 )",36.2,"(+/- 0.6 )",35.4,"(+/- 0.7 )",39.3,"(+/- 0.8 )",34.9,"(+/- 0.6 )",38.3,"(+/- 0.7 )",42.8,"(+/- 0.9 )",38.1,"(+/- 0.9 )",38.1,"(+/- 0.8 )",34.3,"(+/- 0.6 )",37.1,"(+/- 0.8 )",36.7,"(+/- 0.6 )"
People,"Sex and Age","18 years and over",558794,"(+/- 5305 )",582060,"(+/- 5071 )",584446,"(+/- 5646 )",623496,"(+/- 6495 )",572499,"(+/- 7042 )",609149,"(+/- 8855 )",600758,"(+/- 9009 )",555505,"(+/- 9664 )",600419,"(+/- 9023 )",565700,"(+/- 5203 )",602906,"(+/- 9078 )",622290,"(+/- 6425 )",622912,"(+/- 5613 )",581013,"(+/- 8436 )",609192,"(+/- 7098 )",528911,"(+/- 8271 )",616941,"(+/- 10079 )",564290,"(+/- 9801 )",564600,"(+/- 10787 )",569315,"(+/- 5323 )",501667,"(+/- 12325 )",586591,"(+/- 9608 )",559522,"(+/- 12765 )",590674,"(+/- 2145 )",557002,"(+/- 10613 )",551460,"(+/- 4062 )",558767,"(+/- 8497 )",583772,"(+/- 13296 )",539474,"(+/- 14134 )",612679,"(+/- 16249 )",565311,"(+/- 11612 )",538619,"(+/- 9103 )",566170,"(+/- 11969 )",572701,"(+/- 16825 )",552964,"(+/- 9431 )",600827,"(+/- 10272 )",566464,"(+/- 15143 )",536530,"(+/- 11846 )",582480,"(+/- 9447 )",506118,"(+/- 11707 )",574626,"(+/- 9530 )",615952,"(+/- 12061 )",559177,"(+/- 12552 )",526010,"(+/- 13589 )",630935,"(+/- 9064 )",539564,"(+/- 10534 )",558149,"(+/- 12125 )",579670,"(+/- 8293 )",579166,"(+/- 9973 )",561706,"(+/- 10079 )",540245,"(+/- 12263 )",625996,"(+/- 11574 )",611873,"(+/- 14138 )"
People,"Sex and Age","65 years and over",156896,"(+/- 3038 )",164387,"(+/- 3560 )",115045,"(+/- 3242 )",173032,"(+/- 3081 )",142208,"(+/- 3932 )",109377,"(+/- 4938 )",122468,"(+/- 4276 )",107716,"(+/- 5094 )",112739,"(+/- 4522 )",104025,"(+/- 2774 )",129190,"(+/- 4370 )",124426,"(+/- 2052 )",114180,"(+/- 4051 )",128245,"(+/- 3064 )",120213,"(+/- 4568 )",87042,"(+/- 2982 )",99501,"(+/- 5420 )",120836,"(+/- 4926 )",103796,"(+/- 4247 )",112583,"(+/- 2023 )",65661,"(+/- 3012 )",105922,"(+/- 3642 )",102231,"(+/- 3852 )",134658,"(+/- 1077 )",97774,"(+/- 6217 )",119495,"(+/- 2511 )",131167,"(+/- 6789 )",123806,"(+/- 5250 )",83500,"(+/- 4682 )",120447,"(+/- 5912 )",90969,"(+/- 4700 )",102182,"(+/- 4678 )",130147,"(+/- 5575 )",89818,"(+/- 4905 )",76253,"(+/- 4228 )",172569,"(+/- 5829 )",100308,"(+/- 5259 )",107538,"(+/- 5239 )",124547,"(+/- 6366 )",71045,"(+/- 4709 )",76280,"(+/- 4847 )",106407,"(+/- 5342 )",92404,"(+/- 5128 )",87240,"(+/- 5060 )",128104,"(+/- 4917 )",81313,"(+/- 4131 )",102497,"(+/- 4730 )",136899,"(+/- 5215 )",119205,"(+/- 6550 )",119751,"(+/- 6078 )",94633,"(+/- 4723 )",117753,"(+/- 6319 )",104098,"(+/- 5890 )"
People,Race,"Total population",701063,"(+/- 6859 )",718090,"(+/- 6014 )",762445,"(+/- 7011 )",782605,"(+/- 8401 )",710312,"(+/- 8461 )",784724,"(+/- 11037 )",789764,"(+/- 12031 )",759705,"(+/- 11082 )",808663,"(+/- 10872 )",774782,"(+/- 6520 )",771855,"(+/- 10183 )",718792,"(+/- 8342 )",761542,"(+/- 4010 )",719826,"(+/- 10814 )",784297,"(+/- 6867 )",751686,"(+/- 13839 )",771306,"(+/- 10559 )",721174,"(+/- 13755 )",722407,"(+/- 13915 )",748911,"(+/- 7204 )",718991,"(+/- 17274 )",810279,"(+/- 15745 )",770688,"(+/- 17141 )",740591,"(+/- 2208 )",738117,"(+/- 11909 )",717217,"(+/- 3557 )",688082,"(+/- 8963 )",694675,"(+/- 15901 )",691770,"(+/- 17797 )",764996,"(+/- 21719 )",758538,"(+/- 12527 )",689035,"(+/- 10216 )",686798,"(+/- 14006 )",696606,"(+/- 19568 )",748055,"(+/- 9822 )",761959,"(+/- 10299 )",700635,"(+/- 21196 )",691366,"(+/- 13111 )",729834,"(+/- 9672 )",681700,"(+/- 15375 )",765124,"(+/- 8814 )",841945,"(+/- 13425 )",728012,"(+/- 18846 )",698216,"(+/- 17907 )",808871,"(+/- 9173 )",701726,"(+/- 12095 )",701834,"(+/- 13582 )",712717,"(+/- 8197 )",740582,"(+/- 10766 )",748539,"(+/- 13189 )",707085,"(+/- 15090 )",778194,"(+/- 14021 )",761110,"(+/- 17454 )"
People,Race,"One race",607515,"(+/- 8038 )",623939,"(+/- 8415 )",635768,"(+/- 10621 )",681137,"(+/- 10926 )",602121,"(+/- 9279 )",657319,"(+/- 12217 )",684250,"(+/- 13381 )",596218,"(+/- 12495 )",637227,"(+/- 11831 )",572854,"(+/- 13780 )",648355,"(+/- 12161 )",633893,"(+/- 9592 )",669139,"(+/- 6032 )",630483,"(+/- 12564 )",694578,"(+/- 9475 )",559691,"(+/- 15205 )",704966,"(+/- 12534 )",620154,"(+/- 13973 )",561916,"(+/- 15064 )",609346,"(+/- 10857 )",503303,"(+/- 21076 )",617967,"(+/- 18429 )",589525,"(+/- 16335 )",570673,"(+/- 9336 )",562469,"(+/- 16667 )",529908,"(+/- 11149 )",594138,"(+/- 10556 )",612724,"(+/- 15268 )",518002,"(+/- 16175 )",657534,"(+/- 19193 )",612678,"(+/- 13381 )",521763,"(+/- 13142 )",585477,"(+/- 14740 )",579084,"(+/- 18005 )",573185,"(+/- 13187 )",578156,"(+/- 14317 )",588856,"(+/- 19320 )",550455,"(+/- 15047 )",599927,"(+/- 14845 )",476061,"(+/- 18444 )",625596,"(+/- 13363 )",675798,"(+/- 16732 )",550784,"(+/- 16409 )",493147,"(+/- 17287 )",692815,"(+/- 13756 )",555489,"(+/- 14900 )",601773,"(+/- 13114 )",613159,"(+/- 11609 )",580328,"(+/- 12865 )",591318,"(+/- 17346 )",494000,"(+/- 17785 )",665770,"(+/- 14655 )",591072,"(+/- 17941 )"
People,Race,White,533524,"(+/- 8021 )",494531,"(+/- 8407 )",362252,"(+/- 9953 )",576296,"(+/- 9679 )",359132,"(+/- 9049 )",291117,"(+/- 8750 )",406058,"(+/- 9700 )",391215,"(+/- 14026 )",257471,"(+/- 12832 )",323895,"(+/- 9983 )",342900,"(+/- 7814 )",290029,"(+/- 5046 )",269983,"(+/- 7429 )",254672,"(+/- 8356 )",233885,"(+/- 8477 )",195284,"(+/- 9518 )",169032,"(+/- 8349 )",342688,"(+/- 10763 )",190896,"(+/- 8390 )",285535,"(+/- 6187 )",225887,"(+/- 13760 )",336095,"(+/- 11655 )",375434,"(+/- 12717 )",417377,"(+/- 6702 )",296643,"(+/- 11306 )",369848,"(+/- 10148 )",190305,"(+/- 9716 )",392878,"(+/- 13298 )",166582,"(+/- 9158 )",389030,"(+/- 14749 )",219305,"(+/- 9622 )",125603,"(+/- 8492 )",419331,"(+/- 13897 )",120832,"(+/- 7634 )",120326,"(+/- 9285 )",319733,"(+/- 11146 )",186285,"(+/- 9117 )",147356,"(+/- 9577 )",217463,"(+/- 11892 )",72846,"(+/- 8484 )",166464,"(+/- 10084 )",357302,"(+/- 13342 )",123570,"(+/- 8651 )",109253,"(+/- 9720 )",386938,"(+/- 12720 )",195171,"(+/- 12376 )",265748,"(+/- 11992 )",387801,"(+/- 10976 )",426626,"(+/- 12906 )",422990,"(+/- 15403 )",152676,"(+/- 11655 )",447998,"(+/- 13184 )",321685,"(+/- 12828 )"
People,Race,"Black or African American",11078,"(+/- 1397 )",11067,"(+/- 2381 )",42978,"(+/- 3747 )",9250,"(+/- 1464 )",42852,"(+/- 5151 )",94986,"(+/- 7884 )",62323,"(+/- 7407 )",49993,"(+/- 7394 )",73068,"(+/- 7163 )",23777,"(+/- 2609 )",62972,"(+/- 6388 )",39179,"(+/- 2548 )",117191,"(+/- 6409 )",18568,"(+/- 2317 )",41763,"(+/- 6839 )",34157,"(+/- 4092 )",16146,"(+/- 3593 )",16891,"(+/- 2844 )",20785,"(+/- 2755 )",13315,"(+/- 2008 )",30668,"(+/- 4240 )",27258,"(+/- 3845 )",45933,"(+/- 6392 )",12077,"(+/- 1408 )",55077,"(+/- 7955 )",11545,"(+/- 1685 )",33129,"(+/- 4151 )",23496,"(+/- 4765 )",23987,"(+/- 4008 )",34395,"(+/- 4925 )",79010,"(+/- 8151 )",15452,"(+/- 2928 )",25573,"(+/- 3869 )",38009,"(+/- 4674 )",49454,"(+/- 5992 )",39630,"(+/- 5293 )",142044,"(+/- 9385 )",26272,"(+/- 5120 )",18468,"(+/- 4384 )",24928,"(+/- 4805 )",71356,"(+/- 6423 )",43795,"(+/- 6019 )",146466,"(+/- 10622 )",93193,"(+/- 8795 )",17018,"(+/- 3929 )",13095,"(+/- 3179 )",43582,"(+/- 5914 )",8499,"(+/- 2807 )",21019,"(+/- 4272 )",20547,"(+/- 4618 )",48918,"(+/- 6166 )",18777,"(+/- 3491 )",56476,"(+/- 7730 )"
People,Race,"American Indian and Alaska Native",10221,"(+/- 1930 )",19292,"(+/- 3160 )",10194,"(+/- 2832 )",6691,"(+/- 1824 )",10079,"(+/- 3384 )",9697,"(+/- 2806 )",5919,"(+/- 2199 )",13416,"(+/- 3267 )",12036,"(+/- 3561 )",11607,"(+/- 4426 )",10052,"(+/- 3811 )",3378,"(+/- 1412 )",9376,"(+/- 3805 )",8531,"(+/- 2847 )",6457,"(+/- 1792 )",12107,"(+/- 2368 )",4865,"(+/- 1414 )",4811,"(+/- 2231 )",9567,"(+/- 3001 )",8603,"(+/- 4234 )",8635,"(+/- 2400 )",9074,"(+/- 3478 )",13014,"(+/- 3117 )",8281,"(+/- 2603 )",8581,"(+/- 3387 )",17662,"(+/- 4165 )",4996,"(+/- 1408 )",7043,"(+/- 2398 )",9111,"(+/- 2485 )",5548,"(+/- 1981 )",14193,"(+/- 3511 )",15983,"(+/- 4046 )",3198,"(+/- 1305 )",16037,"(+/- 4145 )",17017,"(+/- 4568 )",11347,"(+/- 2389 )",9384,"(+/- 2912 )",19168,"(+/- 4518 )",7538,"(+/- 3568 )",19702,"(+/- 4765 )",8849,"(+/- 2591 )",5064,"(+/- 2521 )",16477,"(+/- 5667 )",17806,"(+/- 4157 )",3769,"(+/- 2296 )",11287,"(+/- 3292 )",11175,"(+/- 3195 )",4262,"(+/- 1410 )",7612,"(+/- 3044 )",12925,"(+/- 3954 )",12205,"(+/- 3425 )",4866,"(+/- 2693 )",6760,"(+/- 2207 )"
People,Race,Asian,22741,"(+/- 2065 )",30111,"(+/- 2598 )",96538,"(+/- 5362 )",48060,"(+/- 3589 )",81888,"(+/- 5443 )",135041,"(+/- 8307 )",141646,"(+/- 9272 )",25213,"(+/- 5104 )",139541,"(+/- 10055 )",72042,"(+/- 5785 )",114109,"(+/- 6290 )",245380,"(+/- 6210 )",159581,"(+/- 8540 )",259366,"(+/- 6638 )",308484,"(+/- 10051 )",70906,"(+/- 6036 )",444629,"(+/- 11903 )",205632,"(+/- 10391 )",221679,"(+/- 9741 )",42148,"(+/- 2462 )",21754,"(+/- 3713 )",72036,"(+/- 6987 )",45129,"(+/- 4341 )",34430,"(+/- 2424 )",63587,"(+/- 6418 )",50844,"(+/- 3666 )",261474,"(+/- 10512 )",93342,"(+/- 7212 )",55343,"(+/- 6288 )",109337,"(+/- 8901 )",58931,"(+/- 6008 )",137939,"(+/- 8728 )",103845,"(+/- 7851 )",129872,"(+/- 8382 )",68940,"(+/- 6417 )",25100,"(+/- 4157 )",71322,"(+/- 7431 )",102358,"(+/- 7251 )",243245,"(+/- 11368 )",19610,"(+/- 5513 )",45427,"(+/- 6417 )",84341,"(+/- 7928 )",93648,"(+/- 7714 )",48046,"(+/- 6732 )",223839,"(+/- 10763 )",102736,"(+/- 9889 )",174283,"(+/- 11106 )",141749,"(+/- 9131 )",55031,"(+/- 6842 )",48245,"(+/- 6612 )",63105,"(+/- 6367 )",154684,"(+/- 7713 )",99188,"(+/- 8598 )"
People,Race,"Native Hawaiian and Other Pacific Islander",924,"(+/- 339 )",1519,"(+/- 1052 )",4267,"(+/- 1455 )",753,"(+/- 534 )",6149,"(+/- 2128 )",12159,"(+/- 1933 )",5688,"(+/- 1810 )",1854,"(+/- 1125 )",6221,"(+/- 2217 )",5113,"(+/- 1305 )",2170,"(+/- 1557 )",2131,"(+/- 1132 )",3103,"(+/- 1101 )",9342,"(+/- 1252 )",8436,"(+/- 1607 )",1106,"(+/- 697 )",6345,"(+/- 2620 )",1250,"(+/- 912 )",3260,"(+/- 1715 )",2778,"(+/- 644 )",727,"(+/- 688 )",1484,"(+/- 719 )",2649,"(+/- 862 )",1446,"(+/- 875 )",1304,"(+/- 1048 )",1261,"(+/- 837 )",3397,"(+/- 2878 )",1162,"(+/- 809 )",1011,"(+/- 833 )",858,"(+/- 660 )",5442,"(+/- 2018 )",349,"(+/- 346 )",1786,"(+/- 1341 )",1102,"(+/- 929 )",1037,"(+/- 949 )",2711,"(+/- 1727 )",920,"(+/- 715 )",4594,"(+/- 4190 )",1659,"(+/- 797 )",1380,"(+/- 1186 )",4477,"(+/- 1492 )",1281,"(+/- 809 )",1363,"(+/- 655 )",1915,"(+/- 1135 )",3138,"(+/- 1771 )",2246,"(+/- 1336 )",2018,"(+/- 1178 )",1537,"(+/- 1220 )",1713,"(+/- 948 )",1426,"(+/- 724 )",3212,"(+/- 1909 )",1833,"(+/- 1158 )",5119,"(+/- 2102 )"
People,Race,"Some other race",29027,"(+/- 4447 )",67419,"(+/- 8843 )",119539,"(+/- 10279 )",40087,"(+/- 5782 )",102021,"(+/- 8368 )",114319,"(+/- 10161 )",62616,"(+/- 7532 )",114527,"(+/- 13361 )",148890,"(+/- 10579 )",136420,"(+/- 11307 )",116152,"(+/- 9505 )",53796,"(+/- 6028 )",109905,"(+/- 8979 )",80004,"(+/- 8360 )",95553,"(+/- 8196 )",246131,"(+/- 11680 )",63949,"(+/- 8088 )",48882,"(+/- 8447 )",115729,"(+/- 10383 )",256967,"(+/- 10189 )",215632,"(+/- 15742 )",172020,"(+/- 14549 )",107366,"(+/- 10704 )",97062,"(+/- 9558 )",137277,"(+/- 11088 )",78748,"(+/- 9519 )",100837,"(+/- 9512 )",94803,"(+/- 9069 )",261968,"(+/- 14907 )",118366,"(+/- 10808 )",235797,"(+/- 13231 )",226437,"(+/- 14157 )",31744,"(+/- 5152 )",273232,"(+/- 15481 )",316411,"(+/- 14298 )",179635,"(+/- 13795 )",178901,"(+/- 13764 )",250707,"(+/- 15367 )",111554,"(+/- 13908 )",337595,"(+/- 15886 )",329023,"(+/- 13749 )",184015,"(+/- 16310 )",169260,"(+/- 11783 )",222934,"(+/- 11857 )",58113,"(+/- 8250 )",230954,"(+/- 13365 )",104967,"(+/- 10109 )",69311,"(+/- 8360 )",68327,"(+/- 9620 )",85185,"(+/- 9551 )",213884,"(+/- 12506 )",37612,"(+/- 7650 )",101844,"(+/- 12042 )"
