Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Housing,Value,"Owner-occupied units",169285,"(+/- 5318 )",166863,"(+/- 5050 )",201671,"(+/- 4730 )",121433,"(+/- 4923 )",181448,"(+/- 6339 )",220786,"(+/- 4716 )",133308,"(+/- 5211 )",178429,"(+/- 5288 )",189991,"(+/- 4489 )",186000,"(+/- 3803 )",188388,"(+/- 5247 )",195163,"(+/- 4328 )",185495,"(+/- 4062 )",227069,"(+/- 5585 )",206177,"(+/- 3950 )",198665,"(+/- 4609 )",194105,"(+/- 4103 )",226378,"(+/- 4557 )"
Housing,Value,"Less than $50,000",8952,"(+/- 1721 )",14389,"(+/- 2145 )",8263,"(+/- 1623 )",4212,"(+/- 915 )",3699,"(+/- 1084 )",4634,"(+/- 1148 )",4136,"(+/- 1210 )",5612,"(+/- 1178 )",3638,"(+/- 1047 )",5866,"(+/- 1451 )",4919,"(+/- 1194 )",29308,"(+/- 2325 )",19171,"(+/- 1787 )",5462,"(+/- 1341 )",31526,"(+/- 2159 )",11985,"(+/- 1743 )",23176,"(+/- 1881 )",15225,"(+/- 1578 )"
Housing,Value,"$50,000 to $99,999",9173,"(+/- 1707 )",27329,"(+/- 2653 )",6110,"(+/- 1431 )",2080,"(+/- 775 )",1585,"(+/- 580 )",2307,"(+/- 684 )",5653,"(+/- 1282 )",4536,"(+/- 1218 )",3516,"(+/- 939 )",4275,"(+/- 1122 )",5718,"(+/- 1026 )",46883,"(+/- 3062 )",40637,"(+/- 2920 )",3236,"(+/- 813 )",56747,"(+/- 3021 )",33798,"(+/- 2639 )",66198,"(+/- 3012 )",43634,"(+/- 2539 )"
Housing,Value,"$100,000 to $149,999",22592,"(+/- 2370 )",32909,"(+/- 2792 )",11707,"(+/- 2061 )",5209,"(+/- 1280 )",5475,"(+/- 1271 )",7230,"(+/- 1367 )",7257,"(+/- 1309 )",11813,"(+/- 1754 )",8689,"(+/- 1666 )",16413,"(+/- 2187 )",14563,"(+/- 2136 )",36993,"(+/- 2717 )",38887,"(+/- 2718 )",11638,"(+/- 1895 )",33959,"(+/- 2658 )",41168,"(+/- 2811 )",41200,"(+/- 2753 )",44970,"(+/- 2799 )"
Housing,Value,"$150,000 to $199,999",28468,"(+/- 2646 )",39840,"(+/- 3500 )",25340,"(+/- 2665 )",12215,"(+/- 2103 )",9678,"(+/- 1721 )",13579,"(+/- 1787 )",12881,"(+/- 1658 )",27093,"(+/- 2820 )",11600,"(+/- 1928 )",27765,"(+/- 3150 )",28428,"(+/- 2839 )",27504,"(+/- 2008 )",31338,"(+/- 2631 )",30120,"(+/- 2821 )",30070,"(+/- 2401 )",42325,"(+/- 2787 )",25760,"(+/- 1956 )",42573,"(+/- 2506 )"
Housing,Value,"$200,000 to $299,999",52731,"(+/- 3425 )",33483,"(+/- 2920 )",70008,"(+/- 3966 )",40232,"(+/- 3218 )",35376,"(+/- 2809 )",50215,"(+/- 3676 )",33400,"(+/- 3061 )",63980,"(+/- 3908 )",32902,"(+/- 2474 )",38526,"(+/- 2772 )",63099,"(+/- 4655 )",32111,"(+/- 2961 )",31012,"(+/- 2969 )",63383,"(+/- 4105 )",31693,"(+/- 2315 )",44078,"(+/- 2874 )",23301,"(+/- 1873 )",44900,"(+/- 3008 )"
Housing,Value,"$300,000 to $499,999",36143,"(+/- 2585 )",13563,"(+/- 2081 )",58278,"(+/- 3707 )",41223,"(+/- 3260 )",63104,"(+/- 3612 )",90541,"(+/- 4166 )",38001,"(+/- 3786 )",56260,"(+/- 3663 )",74022,"(+/- 3843 )",46884,"(+/- 3072 )",55961,"(+/- 3778 )",18895,"(+/- 2014 )",20231,"(+/- 1930 )",90252,"(+/- 3685 )",17571,"(+/- 1796 )",21113,"(+/- 1825 )",11719,"(+/- 1566 )",27428,"(+/- 2260 )"
Housing,Value,"$500,000 to $999,999",9916,"(+/- 1442 )",4224,"(+/- 1311 )",19383,"(+/- 2038 )",14963,"(+/- 1332 )",46446,"(+/- 2677 )",45674,"(+/- 2894 )",24069,"(+/- 2385 )",7938,"(+/- 1257 )",44932,"(+/- 2949 )",37365,"(+/- 2681 )",13806,"(+/- 1474 )",2825,"(+/- 745 )",3531,"(+/- 813 )",21356,"(+/- 2194 )",3730,"(+/- 896 )",3144,"(+/- 776 )",2134,"(+/- 659 )",6811,"(+/- 1324 )"
Housing,Value,"$1,000,000 or more",1310,"(+/- 500 )",1126,"(+/- 540 )",2582,"(+/- 791 )",1299,"(+/- 458 )",16085,"(+/- 1911 )",6606,"(+/- 1141 )",7911,"(+/- 1646 )",1197,"(+/- 595 )",10692,"(+/- 1061 )",8906,"(+/- 1392 )",1894,"(+/- 742 )",644,"(+/- 400 )",688,"(+/- 443 )",1622,"(+/- 654 )",881,"(+/- 409 )",1054,"(+/- 601 )",617,"(+/- 324 )",837,"(+/- 462 )"
Housing,Value,"Median (dollars)",228100,"(+/- 5255 )",158500,"(+/- 2929 )",272800,"(+/- 4708 )",292800,"(+/- 6590 )",394200,"(+/- 8837 )",361100,"(+/- 5728 )",313800,"(+/- 13026 )",262700,"(+/- 5491 )",378100,"(+/- 6799 )",300500,"(+/- 11266 )",260800,"(+/- 6125 )",123200,"(+/- 3508 )",141500,"(+/- 4403 )",299600,"(+/- 5772 )",119100,"(+/- 3426 )",162200,"(+/- 2894 )",108000,"(+/- 2828 )",158900,"(+/- 3141 )"
Housing,"Mortgage Status","Owner-occupied units",169285,"(+/- 5318 )",166863,"(+/- 5050 )",201671,"(+/- 4730 )",121433,"(+/- 4923 )",181448,"(+/- 6339 )",220786,"(+/- 4716 )",133308,"(+/- 5211 )",178429,"(+/- 5288 )",189991,"(+/- 4489 )",186000,"(+/- 3803 )",188388,"(+/- 5247 )",195163,"(+/- 4328 )",185495,"(+/- 4062 )",227069,"(+/- 5585 )",206177,"(+/- 3950 )",198665,"(+/- 4609 )",194105,"(+/- 4103 )",226378,"(+/- 4557 )"
Housing,"Mortgage Status","Housing units with a mortgage",106192,"(+/- 4269 )",102910,"(+/- 5074 )",119237,"(+/- 4613 )",78792,"(+/- 3734 )",123191,"(+/- 5138 )",150677,"(+/- 4254 )",82816,"(+/- 4035 )",114620,"(+/- 4094 )",117161,"(+/- 4188 )",116759,"(+/- 4222 )",131470,"(+/- 4387 )",106812,"(+/- 3949 )",100978,"(+/- 3784 )",159858,"(+/- 5430 )",102808,"(+/- 3809 )",115987,"(+/- 4764 )",102993,"(+/- 3858 )",131929,"(+/- 4733 )"
Housing,"Mortgage Status","Housing units without a mortgage",63093,"(+/- 4431 )",63953,"(+/- 3919 )",82434,"(+/- 4173 )",42641,"(+/- 3122 )",58257,"(+/- 3795 )",70109,"(+/- 3571 )",50492,"(+/- 3718 )",63809,"(+/- 4362 )",72830,"(+/- 3492 )",69241,"(+/- 3465 )",56918,"(+/- 3367 )",88351,"(+/- 3652 )",84517,"(+/- 3973 )",67211,"(+/- 4241 )",103369,"(+/- 4004 )",82678,"(+/- 3875 )",91112,"(+/- 3317 )",94449,"(+/- 3316 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",106192,"(+/- 4269 )",102910,"(+/- 5074 )",119237,"(+/- 4613 )",78792,"(+/- 3734 )",123191,"(+/- 5138 )",150677,"(+/- 4254 )",82816,"(+/- 4035 )",114620,"(+/- 4094 )",117161,"(+/- 4188 )",116759,"(+/- 4222 )",131470,"(+/- 4387 )",106812,"(+/- 3949 )",100978,"(+/- 3784 )",159858,"(+/- 5430 )",102808,"(+/- 3809 )",115987,"(+/- 4764 )",102993,"(+/- 3858 )",131929,"(+/- 4733 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1077,"(+/- 490 )",1642,"(+/- 641 )",1198,"(+/- 595 )",1196,"(+/- 590 )",361,"(+/- 283 )",626,"(+/- 398 )",393,"(+/- 248 )",876,"(+/- 394 )",585,"(+/- 557 )",701,"(+/- 462 )",916,"(+/- 418 )",3016,"(+/- 796 )",2696,"(+/- 722 )",799,"(+/- 420 )",3348,"(+/- 870 )",1798,"(+/- 634 )",2745,"(+/- 678 )",3057,"(+/- 788 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",9521,"(+/- 1618 )",15660,"(+/- 2214 )",9457,"(+/- 1862 )",3973,"(+/- 942 )",3979,"(+/- 1035 )",4763,"(+/- 1184 )",4225,"(+/- 1101 )",8390,"(+/- 1619 )",4312,"(+/- 1174 )",4495,"(+/- 1190 )",8857,"(+/- 1620 )",31312,"(+/- 2473 )",30181,"(+/- 2463 )",6732,"(+/- 1235 )",37268,"(+/- 2564 )",27545,"(+/- 2297 )",42550,"(+/- 2872 )",34176,"(+/- 2533 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",29230,"(+/- 2866 )",37844,"(+/- 3366 )",27240,"(+/- 2981 )",12867,"(+/- 2168 )",12460,"(+/- 1771 )",16006,"(+/- 1700 )",12548,"(+/- 1888 )",23873,"(+/- 2168 )",13471,"(+/- 1998 )",21413,"(+/- 2486 )",29964,"(+/- 3206 )",33630,"(+/- 2978 )",33989,"(+/- 2571 )",26964,"(+/- 2759 )",32408,"(+/- 2931 )",41698,"(+/- 3351 )",35528,"(+/- 2639 )",42290,"(+/- 2394 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",32077,"(+/- 3020 )",27690,"(+/- 3146 )",34622,"(+/- 2931 )",23884,"(+/- 2633 )",22309,"(+/- 2278 )",35599,"(+/- 2969 )",18925,"(+/- 2487 )",37684,"(+/- 3202 )",22238,"(+/- 2593 )",25848,"(+/- 2613 )",41209,"(+/- 3295 )",21165,"(+/- 2118 )",18296,"(+/- 2257 )",44963,"(+/- 4144 )",16531,"(+/- 1789 )",26830,"(+/- 2731 )",12571,"(+/- 1371 )",27470,"(+/- 2643 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",17254,"(+/- 2149 )",11346,"(+/- 1932 )",21171,"(+/- 1887 )",17604,"(+/- 2070 )",25872,"(+/- 2640 )",30535,"(+/- 2724 )",15528,"(+/- 2466 )",24569,"(+/- 2599 )",25986,"(+/- 2461 )",18051,"(+/- 1685 )",26128,"(+/- 2930 )",11451,"(+/- 2077 )",8373,"(+/- 1443 )",34933,"(+/- 3560 )",7678,"(+/- 1347 )",12480,"(+/- 1815 )",5131,"(+/- 1001 )",13347,"(+/- 1846 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7080,"(+/- 1415 )",3998,"(+/- 1179 )",10803,"(+/- 1768 )",9213,"(+/- 1551 )",17336,"(+/- 2216 )",23908,"(+/- 2397 )",10495,"(+/- 2041 )",10106,"(+/- 1444 )",19179,"(+/- 2251 )",14495,"(+/- 1862 )",11690,"(+/- 1689 )",4534,"(+/- 1373 )",3903,"(+/- 1015 )",23548,"(+/- 3011 )",3415,"(+/- 849 )",2729,"(+/- 768 )",1810,"(+/- 552 )",5348,"(+/- 1094 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",9953,"(+/- 1575 )",4730,"(+/- 1366 )",14746,"(+/- 1740 )",10055,"(+/- 1256 )",40874,"(+/- 2963 )",39240,"(+/- 2477 )",20702,"(+/- 2632 )",9122,"(+/- 1478 )",31390,"(+/- 2594 )",31756,"(+/- 2201 )",12706,"(+/- 1707 )",1704,"(+/- 619 )",3540,"(+/- 871 )",21919,"(+/- 2377 )",2160,"(+/- 714 )",2907,"(+/- 853 )",2658,"(+/- 644 )",6241,"(+/- 1304 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1683,"(+/- 40 )",1455,"(+/- 37 )",1810,"(+/- 39 )",1951,"(+/- 44 )",2435,"(+/- 51 )",2300,"(+/- 40 )",2171,"(+/- 81 )",1793,"(+/- 45 )",2346,"(+/- 49 )",2164,"(+/- 68 )",1788,"(+/- 49 )",1240,"(+/- 36 )",1219,"(+/- 28 )",2007,"(+/- 50 )",1147,"(+/- 30 )",1314,"(+/- 36 )",1069,"(+/- 24 )",1318,"(+/- 32 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",63093,"(+/- 4431 )",63953,"(+/- 3919 )",82434,"(+/- 4173 )",42641,"(+/- 3122 )",58257,"(+/- 3795 )",70109,"(+/- 3571 )",50492,"(+/- 3718 )",63809,"(+/- 4362 )",72830,"(+/- 3492 )",69241,"(+/- 3465 )",56918,"(+/- 3367 )",88351,"(+/- 3652 )",84517,"(+/- 3973 )",67211,"(+/- 4241 )",103369,"(+/- 4004 )",82678,"(+/- 3875 )",91112,"(+/- 3317 )",94449,"(+/- 3316 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",3445,"(+/- 1099 )",4283,"(+/- 1155 )",2531,"(+/- 782 )",815,"(+/- 417 )",1398,"(+/- 499 )",1476,"(+/- 432 )",1502,"(+/- 618 )",1413,"(+/- 637 )",1273,"(+/- 730 )",2471,"(+/- 993 )",734,"(+/- 392 )",10399,"(+/- 1586 )",6999,"(+/- 1231 )",2039,"(+/- 881 )",13005,"(+/- 1347 )",6252,"(+/- 1293 )",8221,"(+/- 1328 )",6517,"(+/- 1210 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",6473,"(+/- 1177 )",10776,"(+/- 1639 )",7012,"(+/- 1590 )",3390,"(+/- 816 )",3789,"(+/- 1046 )",1717,"(+/- 558 )",4106,"(+/- 1002 )",4759,"(+/- 1313 )",2476,"(+/- 845 )",4339,"(+/- 1169 )",3492,"(+/- 920 )",22233,"(+/- 2020 )",18584,"(+/- 1798 )",2616,"(+/- 1003 )",26957,"(+/- 1945 )",11491,"(+/- 1287 )",23270,"(+/- 2424 )",18239,"(+/- 2004 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",15057,"(+/- 1993 )",17835,"(+/- 2124 )",16949,"(+/- 2132 )",8434,"(+/- 1503 )",7075,"(+/- 1278 )",6808,"(+/- 1360 )",7038,"(+/- 1531 )",10837,"(+/- 1939 )",8159,"(+/- 1462 )",8619,"(+/- 1389 )",10878,"(+/- 1574 )",30291,"(+/- 2639 )",27187,"(+/- 2562 )",8285,"(+/- 1303 )",33932,"(+/- 2550 )",28457,"(+/- 2235 )",30820,"(+/- 2190 )",30709,"(+/- 2703 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14751,"(+/- 2160 )",13961,"(+/- 2084 )",21306,"(+/- 2691 )",12845,"(+/- 1843 )",11796,"(+/- 1654 )",11988,"(+/- 1696 )",8802,"(+/- 2214 )",18999,"(+/- 2459 )",13184,"(+/- 1522 )",12993,"(+/- 1954 )",14717,"(+/- 2021 )",14196,"(+/- 1854 )",16565,"(+/- 2135 )",14283,"(+/- 2207 )",17839,"(+/- 1863 )",17694,"(+/- 1784 )",17725,"(+/- 1933 )",20353,"(+/- 1829 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",10889,"(+/- 1687 )",8997,"(+/- 1358 )",17262,"(+/- 2264 )",9632,"(+/- 1869 )",12765,"(+/- 1357 )",15737,"(+/- 1602 )",7567,"(+/- 1804 )",14678,"(+/- 1620 )",16018,"(+/- 1958 )",9915,"(+/- 1511 )",10412,"(+/- 1410 )",5272,"(+/- 908 )",8025,"(+/- 1411 )",16011,"(+/- 2161 )",7351,"(+/- 1185 )",11086,"(+/- 1517 )",6929,"(+/- 1156 )",9906,"(+/- 1247 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",12478,"(+/- 2120 )",8101,"(+/- 1638 )",17374,"(+/- 2094 )",7525,"(+/- 1314 )",21434,"(+/- 2254 )",32383,"(+/- 2364 )",21477,"(+/- 2412 )",13123,"(+/- 1753 )",31720,"(+/- 2605 )",30904,"(+/- 2607 )",16685,"(+/- 1911 )",5960,"(+/- 1413 )",7157,"(+/- 1176 )",23977,"(+/- 2710 )",4285,"(+/- 815 )",7698,"(+/- 1348 )",4147,"(+/- 743 )",8725,"(+/- 1231 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",676,"(+/- 24 )",591,"(+/- 21 )",739,"(+/- 21 )",738,"(+/- 25 )",868,"(+/- 23 )",969,"(+/- 22 )",909,"(+/- 57 )",752,"(+/- 20 )",938,"(+/- 27 )",925,"(+/- 44 )",783,"(+/- 22 )",470,"(+/- 12 )",519,"(+/- 14 )",882,"(+/- 29 )",465,"(+/- 10 )",568,"(+/- 12 )",479,"(+/- 12 )",545,"(+/- 13 )"
Housing,"Gross Rent","Occupied units paying rent",99812,"(+/- 5286 )",89132,"(+/- 4624 )",57000,"(+/- 3644 )",108691,"(+/- 4935 )",136576,"(+/- 5601 )",55013,"(+/- 3863 )",193181,"(+/- 6471 )",78322,"(+/- 4094 )",110200,"(+/- 5134 )",70286,"(+/- 3424 )",65519,"(+/- 3631 )",71078,"(+/- 3581 )",93538,"(+/- 4271 )",39101,"(+/- 3257 )",60273,"(+/- 3609 )",72107,"(+/- 4280 )",83751,"(+/- 3346 )",65059,"(+/- 3825 )"
Housing,"Gross Rent","Less than $500",10673,"(+/- 1809 )",9565,"(+/- 1624 )",1282,"(+/- 703 )",4440,"(+/- 1240 )",4538,"(+/- 1205 )",2011,"(+/- 730 )",18167,"(+/- 2536 )",2291,"(+/- 722 )",8168,"(+/- 1789 )",3612,"(+/- 938 )",2842,"(+/- 1180 )",12565,"(+/- 1679 )",9748,"(+/- 1754 )",1316,"(+/- 506 )",12164,"(+/- 1321 )",8766,"(+/- 1755 )",15125,"(+/- 1653 )",8615,"(+/- 1437 )"
Housing,"Gross Rent","$500 to $999",31508,"(+/- 3669 )",35816,"(+/- 3066 )",23052,"(+/- 3074 )",35726,"(+/- 3840 )",18053,"(+/- 2425 )",6939,"(+/- 1321 )",40488,"(+/- 4225 )",8934,"(+/- 1400 )",22883,"(+/- 2931 )",16006,"(+/- 2069 )",9827,"(+/- 1826 )",38240,"(+/- 2987 )",55108,"(+/- 3495 )",9318,"(+/- 1773 )",37105,"(+/- 2735 )",36378,"(+/- 2911 )",51627,"(+/- 3283 )",37352,"(+/- 3215 )"
Housing,"Gross Rent","$1,000 to $1,499",33759,"(+/- 3585 )",28666,"(+/- 2954 )",20903,"(+/- 2294 )",43578,"(+/- 3097 )",49187,"(+/- 3558 )",20214,"(+/- 2702 )",49397,"(+/- 3949 )",36519,"(+/- 2886 )",40047,"(+/- 3692 )",27262,"(+/- 2764 )",27270,"(+/- 2483 )",16197,"(+/- 2392 )",21496,"(+/- 2489 )",14804,"(+/- 2049 )",8785,"(+/- 1763 )",20756,"(+/- 2719 )",14074,"(+/- 1954 )",14792,"(+/- 2095 )"
Housing,"Gross Rent","$1,500 to $1,999",18170,"(+/- 2869 )",9894,"(+/- 1939 )",7651,"(+/- 1526 )",16524,"(+/- 1974 )",34749,"(+/- 3158 )",15094,"(+/- 1997 )",39326,"(+/- 5398 )",22603,"(+/- 2769 )",24434,"(+/- 2826 )",15661,"(+/- 2036 )",16839,"(+/- 2098 )",2740,"(+/- 947 )",4656,"(+/- 1363 )",8926,"(+/- 1735 )",1244,"(+/- 511 )",4306,"(+/- 1343 )",1965,"(+/- 766 )",2775,"(+/- 823 )"
Housing,"Gross Rent","$2,000 to $2,499",3545,"(+/- 942 )",3849,"(+/- 1398 )",2968,"(+/- 980 )",6716,"(+/- 1153 )",14757,"(+/- 2041 )",5209,"(+/- 1088 )",20246,"(+/- 3350 )",5760,"(+/- 1376 )",9048,"(+/- 1788 )",4344,"(+/- 1037 )",6466,"(+/- 1695 )",748,"(+/- 409 )",740,"(+/- 477 )",2944,"(+/- 996 )",233,"(+/- 187 )",966,"(+/- 650 )",349,"(+/- 248 )",596,"(+/- 540 )"
Housing,"Gross Rent","$2,500 to $2,999",881,"(+/- 480 )",897,"(+/- 518 )",675,"(+/- 522 )",1329,"(+/- 569 )",7431,"(+/- 1277 )",2322,"(+/- 992 )",14287,"(+/- 2626 )",1638,"(+/- 932 )",3438,"(+/- 1048 )",1697,"(+/- 650 )",1208,"(+/- 562 )",287,"(+/- 294 )",895,"(+/- 464 )",322,"(+/- 329 )",0,"(+/- 201 )",360,"(+/- 367 )",173,"(+/- 192 )",342,"(+/- 299 )"
Housing,"Gross Rent","$3,000 or more",1276,"(+/- 508 )",445,"(+/- 271 )",469,"(+/- 328 )",378,"(+/- 213 )",7861,"(+/- 1478 )",3224,"(+/- 948 )",11270,"(+/- 2109 )",577,"(+/- 322 )",2182,"(+/- 723 )",1704,"(+/- 614 )",1067,"(+/- 544 )",301,"(+/- 361 )",895,"(+/- 474 )",1471,"(+/- 796 )",742,"(+/- 434 )",575,"(+/- 337 )",438,"(+/- 229 )",587,"(+/- 395 )"
Housing,"Gross Rent","Median (dollars)",1090,"(+/- 34 )",993,"(+/- 25 )",1080,"(+/- 44 )",1135,"(+/- 25 )",1466,"(+/- 31 )",1465,"(+/- 37 )",1340,"(+/- 69 )",1369,"(+/- 30 )",1269,"(+/- 44 )",1274,"(+/- 42 )",1348,"(+/- 44 )",830,"(+/- 24 )",828,"(+/- 27 )",1245,"(+/- 57 )",714,"(+/- 19 )",884,"(+/- 26 )",755,"(+/- 18 )",810,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",5040,"(+/- 1408 )",3767,"(+/- 1176 )",2717,"(+/- 859 )",3524,"(+/- 1039 )",3824,"(+/- 1083 )",2607,"(+/- 904 )",5662,"(+/- 1519 )",2459,"(+/- 905 )",4410,"(+/- 1059 )",2419,"(+/- 869 )",2589,"(+/- 870 )",5525,"(+/- 1124 )",3471,"(+/- 891 )",2670,"(+/- 1292 )",6331,"(+/- 982 )",4614,"(+/- 1119 )",6321,"(+/- 1332 )",4398,"(+/- 917 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",274137,"(+/- 6287 )",259762,"(+/- 5370 )",261388,"(+/- 5627 )",233648,"(+/- 6096 )",321848,"(+/- 7178 )",278406,"(+/- 4897 )",332151,"(+/- 7549 )",259210,"(+/- 5210 )",304601,"(+/- 5861 )",258705,"(+/- 3187 )",256496,"(+/- 4736 )",271766,"(+/- 3874 )",282504,"(+/- 5002 )",268840,"(+/- 4838 )",272781,"(+/- 3933 )",275386,"(+/- 3681 )",284177,"(+/- 4531 )",295835,"(+/- 4492 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",30437,"(+/- 3705 )",28387,"(+/- 2910 )",11560,"(+/- 1920 )",13329,"(+/- 2045 )",15395,"(+/- 2194 )",9739,"(+/- 1977 )",35699,"(+/- 4341 )",11251,"(+/- 1794 )",20597,"(+/- 2422 )",11892,"(+/- 1740 )",11536,"(+/- 1930 )",18864,"(+/- 2189 )",27216,"(+/- 2675 )",7293,"(+/- 1481 )",15313,"(+/- 1689 )",15385,"(+/- 2111 )",23521,"(+/- 2357 )",14514,"(+/- 1947 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",10727,"(+/- 1885 )",10242,"(+/- 2023 )",6309,"(+/- 1454 )",10106,"(+/- 1401 )",8378,"(+/- 1774 )",5198,"(+/- 1299 )",14831,"(+/- 1998 )",6035,"(+/- 1310 )",10648,"(+/- 1916 )",4658,"(+/- 1112 )",6673,"(+/- 1662 )",12654,"(+/- 1707 )",10937,"(+/- 2199 )",5516,"(+/- 1390 )",12603,"(+/- 1666 )",10377,"(+/- 1844 )",15905,"(+/- 2001 )",9165,"(+/- 1582 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",23401,"(+/- 2732 )",24696,"(+/- 2943 )",17799,"(+/- 2425 )",21572,"(+/- 2479 )",16077,"(+/- 2584 )",10406,"(+/- 1686 )",28425,"(+/- 3087 )",12221,"(+/- 2033 )",19381,"(+/- 2694 )",16684,"(+/- 2242 )",13533,"(+/- 1742 )",26259,"(+/- 2650 )",24192,"(+/- 2348 )",10591,"(+/- 1923 )",25214,"(+/- 1917 )",21745,"(+/- 2190 )",30587,"(+/- 2406 )",21545,"(+/- 2315 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",25257,"(+/- 3343 )",23937,"(+/- 3120 )",19883,"(+/- 2995 )",19681,"(+/- 2348 )",18324,"(+/- 2431 )",12213,"(+/- 1639 )",22129,"(+/- 3240 )",14825,"(+/- 2341 )",17969,"(+/- 2145 )",16868,"(+/- 2418 )",14909,"(+/- 2188 )",25844,"(+/- 2434 )",22861,"(+/- 2460 )",13971,"(+/- 2188 )",26075,"(+/- 2058 )",23303,"(+/- 2416 )",28222,"(+/- 2338 )",24774,"(+/- 2674 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",28248,"(+/- 3307 )",32791,"(+/- 3476 )",27058,"(+/- 3062 )",23067,"(+/- 2795 )",27405,"(+/- 3130 )",20071,"(+/- 2662 )",31349,"(+/- 3804 )",28401,"(+/- 2763 )",28900,"(+/- 2852 )",21149,"(+/- 2839 )",24270,"(+/- 3296 )",37209,"(+/- 2918 )",39043,"(+/- 3216 )",20187,"(+/- 2966 )",35640,"(+/- 2876 )",34652,"(+/- 2692 )",41445,"(+/- 2480 )",35301,"(+/- 3245 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",44422,"(+/- 3554 )",41905,"(+/- 3633 )",41922,"(+/- 3750 )",40603,"(+/- 2918 )",46107,"(+/- 3351 )",35034,"(+/- 2843 )",49262,"(+/- 4440 )",48835,"(+/- 3259 )",44715,"(+/- 3138 )",38793,"(+/- 3276 )",44384,"(+/- 3437 )",47729,"(+/- 3536 )",48954,"(+/- 3397 )",38253,"(+/- 3509 )",51335,"(+/- 2689 )",49746,"(+/- 3671 )",50321,"(+/- 2702 )",55539,"(+/- 3057 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",34768,"(+/- 3251 )",32502,"(+/- 3128 )",36281,"(+/- 3437 )",31535,"(+/- 3066 )",37267,"(+/- 3275 )",33958,"(+/- 2971 )",35851,"(+/- 3860 )",39957,"(+/- 3070 )",37160,"(+/- 3417 )",32247,"(+/- 2737 )",32697,"(+/- 2798 )",35336,"(+/- 3170 )",35088,"(+/- 2627 )",34105,"(+/- 3596 )",36107,"(+/- 2524 )",38624,"(+/- 2716 )",36929,"(+/- 2624 )",39660,"(+/- 2723 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",39372,"(+/- 2766 )",40907,"(+/- 3467 )",50502,"(+/- 2899 )",37961,"(+/- 3598 )",57671,"(+/- 4175 )",56259,"(+/- 3398 )",44687,"(+/- 4568 )",51542,"(+/- 3571 )",48419,"(+/- 3248 )",47703,"(+/- 3166 )",54618,"(+/- 3886 )",39244,"(+/- 3233 )",42183,"(+/- 3224 )",60222,"(+/- 4646 )",44564,"(+/- 2785 )",47397,"(+/- 3314 )",35863,"(+/- 2515 )",52373,"(+/- 3373 )"
