Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",584,"(+/- 465 )",253,"(+/- 228 )",3071,"(+/- 1180 )",785,"(+/- 723 )",5772,"(+/- 2147 )",1067,"(+/- 713 )",2891,"(+/- 1187 )",2800,"(+/- 1246 )",1222,"(+/- 649 )",6142,"(+/- 1796 )",0,"(+/- 242 )",511,"(+/- 512 )",4066,"(+/- 1381 )",4652,"(+/- 1542 )",629,"(+/- 381 )",1512,"(+/- 718 )",750,"(+/- 885 )",638,"(+/- 428 )",1034,"(+/- 661 )",9015,"(+/- 2052 )",4166,"(+/- 1429 )",5316,"(+/- 1814 )",2418,"(+/- 1056 )",17584,"(+/- 3004 )",2474,"(+/- 1275 )",4317,"(+/- 1801 )",12453,"(+/- 2966 )"
Workers,"Commuting to Work",Walked,14496,"(+/- 2422 )",3019,"(+/- 965 )",4734,"(+/- 1580 )",4511,"(+/- 1520 )",3534,"(+/- 1443 )",3376,"(+/- 1320 )",2319,"(+/- 772 )",3212,"(+/- 1414 )",3637,"(+/- 1495 )",6613,"(+/- 2523 )",2187,"(+/- 816 )",3316,"(+/- 1063 )",4286,"(+/- 1078 )",4830,"(+/- 1665 )",4423,"(+/- 1439 )",5107,"(+/- 2276 )",5092,"(+/- 1647 )",2795,"(+/- 889 )",4161,"(+/- 2010 )",2288,"(+/- 914 )",3370,"(+/- 1039 )",5739,"(+/- 2104 )",3542,"(+/- 1260 )",7339,"(+/- 1940 )",2938,"(+/- 1033 )",3279,"(+/- 800 )",13783,"(+/- 2838 )"
Workers,"Commuting to Work","Other means",5144,"(+/- 1665 )",5908,"(+/- 1678 )",7336,"(+/- 2173 )",7705,"(+/- 2060 )",7419,"(+/- 1792 )",5822,"(+/- 1422 )",7429,"(+/- 1866 )",5705,"(+/- 1685 )",8051,"(+/- 1806 )",10228,"(+/- 2139 )",5503,"(+/- 1782 )",5894,"(+/- 1392 )",7965,"(+/- 1899 )",9378,"(+/- 2137 )",6778,"(+/- 2097 )",7070,"(+/- 1588 )",8363,"(+/- 2359 )",7257,"(+/- 1741 )",7725,"(+/- 1961 )",8829,"(+/- 2069 )",7391,"(+/- 1394 )",10538,"(+/- 2250 )",7080,"(+/- 1467 )",11100,"(+/- 2290 )",5647,"(+/- 1616 )",10644,"(+/- 2110 )",12368,"(+/- 2583 )"
Workers,"Commuting to Work","Worked from home",49956,"(+/- 4968 )",34517,"(+/- 3734 )",48532,"(+/- 4409 )",92268,"(+/- 6082 )",45295,"(+/- 5034 )",55705,"(+/- 4754 )",95979,"(+/- 7100 )",51664,"(+/- 4767 )",65349,"(+/- 5609 )",73386,"(+/- 7523 )",33255,"(+/- 3950 )",81638,"(+/- 5391 )",70149,"(+/- 4393 )",93576,"(+/- 6359 )",65047,"(+/- 5390 )",75028,"(+/- 5835 )",38878,"(+/- 3697 )",53721,"(+/- 4446 )",57516,"(+/- 4419 )",38256,"(+/- 5153 )",59068,"(+/- 4331 )",78205,"(+/- 5539 )",74273,"(+/- 5738 )",37016,"(+/- 3685 )",47638,"(+/- 4696 )",44348,"(+/- 4088 )",80032,"(+/- 4920 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",26.5,"(+/- 0.9 )",25.5,"(+/- 0.8 )",26.6,"(+/- 1.0 )",24.6,"(+/- 0.7 )",23.3,"(+/- 0.8 )",27.0,"(+/- 0.8 )",25.3,"(+/- 0.7 )",24.6,"(+/- 0.9 )",32.2,"(+/- 1.0 )",27.5,"(+/- 0.9 )",28.2,"(+/- 1.1 )",29.3,"(+/- 0.7 )",23.2,"(+/- 0.8 )",25.5,"(+/- 0.7 )",27.3,"(+/- 0.9 )",26.6,"(+/- 0.8 )",27.2,"(+/- 1.0 )",27.7,"(+/- 0.9 )",26.4,"(+/- 0.9 )",27.3,"(+/- 0.6 )",26.1,"(+/- 0.8 )",26.9,"(+/- 0.8 )",28.3,"(+/- 0.8 )",29.4,"(+/- 0.8 )",28.0,"(+/- 0.9 )",32.0,"(+/- 1.0 )",27.6,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",360755,"(+/- 7722 )",309471,"(+/- 10097 )",339572,"(+/- 8850 )",442366,"(+/- 12829 )",335675,"(+/- 11876 )",349488,"(+/- 9297 )",403158,"(+/- 12185 )",346410,"(+/- 8409 )",465612,"(+/- 14754 )",412999,"(+/- 14685 )",293199,"(+/- 9847 )",374091,"(+/- 9008 )",346619,"(+/- 8040 )",413953,"(+/- 11409 )",386336,"(+/- 11623 )",401862,"(+/- 10653 )",307426,"(+/- 8384 )",364714,"(+/- 9106 )",362941,"(+/- 11327 )",369028,"(+/- 13432 )",362403,"(+/- 10349 )",395392,"(+/- 10526 )",375994,"(+/- 9477 )",340710,"(+/- 12063 )",368073,"(+/- 11729 )",378069,"(+/- 12098 )",376945,"(+/- 11357 )"
Workers,Occupation,"Management, business, science, and arts occupations",137254,"(+/- 6938 )",122654,"(+/- 6987 )",138591,"(+/- 7547 )",216117,"(+/- 10005 )",115179,"(+/- 5732 )",125901,"(+/- 6497 )",184228,"(+/- 8836 )",144577,"(+/- 6788 )",153927,"(+/- 8405 )",156466,"(+/- 8322 )",89754,"(+/- 6044 )",156561,"(+/- 7286 )",149853,"(+/- 6707 )",183639,"(+/- 8504 )",144126,"(+/- 7295 )",163496,"(+/- 7584 )",99595,"(+/- 6291 )",150482,"(+/- 8276 )",134159,"(+/- 6595 )",114596,"(+/- 8359 )",139798,"(+/- 6852 )",176007,"(+/- 8517 )",177771,"(+/- 8052 )",105441,"(+/- 6454 )",126642,"(+/- 5837 )",118026,"(+/- 7890 )",173517,"(+/- 7845 )"
Workers,Occupation,"Service occupations",67681,"(+/- 5721 )",53712,"(+/- 4400 )",59360,"(+/- 5400 )",60024,"(+/- 5619 )",70220,"(+/- 6271 )",62316,"(+/- 5265 )",65747,"(+/- 5638 )",59277,"(+/- 5734 )",83925,"(+/- 6874 )",82344,"(+/- 7806 )",52612,"(+/- 5241 )",57684,"(+/- 4822 )",60944,"(+/- 5185 )",61494,"(+/- 5221 )",65970,"(+/- 4989 )",70119,"(+/- 6225 )",59694,"(+/- 5313 )",66206,"(+/- 6065 )",74282,"(+/- 6191 )",83442,"(+/- 7232 )",77797,"(+/- 5264 )",65000,"(+/- 5979 )",54826,"(+/- 5574 )",75988,"(+/- 6472 )",64178,"(+/- 4472 )",77552,"(+/- 5127 )",63111,"(+/- 6127 )"
Workers,Occupation,"Sales and office occupations",79111,"(+/- 6212 )",68032,"(+/- 5184 )",76416,"(+/- 5104 )",100547,"(+/- 7647 )",78577,"(+/- 6058 )",88894,"(+/- 6759 )",95147,"(+/- 6196 )",72967,"(+/- 5527 )",114932,"(+/- 10148 )",94114,"(+/- 7440 )",74339,"(+/- 6556 )",96773,"(+/- 5808 )",79526,"(+/- 4531 )",92147,"(+/- 6270 )",89137,"(+/- 6174 )",93609,"(+/- 6797 )",72016,"(+/- 5765 )",76486,"(+/- 6305 )",87584,"(+/- 6096 )",84783,"(+/- 5712 )",82995,"(+/- 6095 )",89452,"(+/- 5842 )",84575,"(+/- 5504 )",75234,"(+/- 5973 )",81224,"(+/- 4875 )",91022,"(+/- 6089 )",78698,"(+/- 5950 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",36124,"(+/- 4074 )",33064,"(+/- 3491 )",28220,"(+/- 3411 )",31629,"(+/- 4122 )",23065,"(+/- 3186 )",34541,"(+/- 3604 )",24784,"(+/- 3421 )",31822,"(+/- 3581 )",45365,"(+/- 5312 )",32157,"(+/- 4263 )",33582,"(+/- 3650 )",31903,"(+/- 3340 )",21766,"(+/- 2816 )",33152,"(+/- 4145 )",38606,"(+/- 4019 )",34951,"(+/- 3824 )",40468,"(+/- 5061 )",35346,"(+/- 4546 )",36154,"(+/- 4214 )",40602,"(+/- 5552 )",31384,"(+/- 4480 )",32076,"(+/- 3920 )",24826,"(+/- 3327 )",34640,"(+/- 3481 )",41049,"(+/- 4109 )",45128,"(+/- 4526 )",30568,"(+/- 4145 )"
Workers,Occupation,"Production, transportation, and material moving occupations",40585,"(+/- 4154 )",32009,"(+/- 3791 )",36985,"(+/- 4182 )",34049,"(+/- 4044 )",48634,"(+/- 4277 )",37836,"(+/- 4232 )",33252,"(+/- 4338 )",37767,"(+/- 4513 )",67463,"(+/- 6461 )",47918,"(+/- 6139 )",42912,"(+/- 4804 )",31170,"(+/- 2830 )",34530,"(+/- 3499 )",43521,"(+/- 4582 )",48497,"(+/- 4852 )",39687,"(+/- 4593 )",35653,"(+/- 3782 )",36194,"(+/- 3639 )",30762,"(+/- 4076 )",45605,"(+/- 4170 )",30429,"(+/- 3019 )",32857,"(+/- 3621 )",33996,"(+/- 3058 )",49407,"(+/- 3815 )",54980,"(+/- 5254 )",46341,"(+/- 4413 )",31051,"(+/- 3990 )"
Workers,Industry,"Civilian employed population 16 years and over",360755,"(+/- 7722 )",309471,"(+/- 10097 )",339572,"(+/- 8850 )",442366,"(+/- 12829 )",335675,"(+/- 11876 )",349488,"(+/- 9297 )",403158,"(+/- 12185 )",346410,"(+/- 8409 )",465612,"(+/- 14754 )",412999,"(+/- 14685 )",293199,"(+/- 9847 )",374091,"(+/- 9008 )",346619,"(+/- 8040 )",413953,"(+/- 11409 )",386336,"(+/- 11623 )",401862,"(+/- 10653 )",307426,"(+/- 8384 )",364714,"(+/- 9106 )",362941,"(+/- 11327 )",369028,"(+/- 13432 )",362403,"(+/- 10349 )",395392,"(+/- 10526 )",375994,"(+/- 9477 )",340710,"(+/- 12063 )",368073,"(+/- 11729 )",378069,"(+/- 12098 )",376945,"(+/- 11357 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2732,"(+/- 1040 )",6133,"(+/- 1497 )",3316,"(+/- 1624 )",1233,"(+/- 905 )",3295,"(+/- 1110 )",4331,"(+/- 1781 )",911,"(+/- 592 )",2441,"(+/- 1276 )",1657,"(+/- 691 )",2031,"(+/- 1180 )",2755,"(+/- 1234 )",2122,"(+/- 1121 )",1158,"(+/- 628 )",1575,"(+/- 781 )",4281,"(+/- 1354 )",4908,"(+/- 1433 )",8744,"(+/- 2160 )",2373,"(+/- 1215 )",1885,"(+/- 757 )",2901,"(+/- 1558 )",2782,"(+/- 1243 )",1410,"(+/- 813 )",1195,"(+/- 927 )",949,"(+/- 502 )",4032,"(+/- 1618 )",7267,"(+/- 2006 )",899,"(+/- 854 )"
Workers,Industry,Construction,30354,"(+/- 3815 )",26028,"(+/- 3638 )",21299,"(+/- 3132 )",32487,"(+/- 4649 )",18861,"(+/- 3278 )",32469,"(+/- 3730 )",26879,"(+/- 3692 )",30032,"(+/- 4256 )",43500,"(+/- 5275 )",27866,"(+/- 4378 )",26322,"(+/- 3294 )",28463,"(+/- 3658 )",21171,"(+/- 2961 )",31653,"(+/- 4230 )",30216,"(+/- 3487 )",31356,"(+/- 3655 )",32190,"(+/- 4411 )",29769,"(+/- 4275 )",38722,"(+/- 4788 )",28048,"(+/- 4319 )",30530,"(+/- 4489 )",33437,"(+/- 4295 )",26652,"(+/- 3203 )",30737,"(+/- 3386 )",36755,"(+/- 3848 )",33944,"(+/- 4145 )",30964,"(+/- 4111 )"
Workers,Industry,Manufacturing,15375,"(+/- 2777 )",17194,"(+/- 2821 )",16852,"(+/- 2516 )",29078,"(+/- 4211 )",13388,"(+/- 2321 )",20557,"(+/- 2701 )",20998,"(+/- 2505 )",35340,"(+/- 4127 )",24470,"(+/- 3309 )",15799,"(+/- 3859 )",16556,"(+/- 3909 )",17052,"(+/- 2369 )",27247,"(+/- 2918 )",20766,"(+/- 2771 )",23808,"(+/- 3123 )",23119,"(+/- 3116 )",15480,"(+/- 3016 )",22202,"(+/- 2952 )",11022,"(+/- 2224 )",19160,"(+/- 2732 )",15471,"(+/- 3005 )",22127,"(+/- 3883 )",20333,"(+/- 2754 )",15977,"(+/- 2538 )",26398,"(+/- 3332 )",14126,"(+/- 2144 )",14355,"(+/- 2646 )"
Workers,Industry,"Wholesale trade",9023,"(+/- 2374 )",7134,"(+/- 1809 )",6481,"(+/- 1662 )",10152,"(+/- 2458 )",6155,"(+/- 1808 )",8121,"(+/- 1946 )",9411,"(+/- 1790 )",6960,"(+/- 1941 )",8351,"(+/- 2034 )",10352,"(+/- 2715 )",8328,"(+/- 2811 )",6639,"(+/- 1361 )",8352,"(+/- 1329 )",11975,"(+/- 2117 )",11179,"(+/- 1936 )",9467,"(+/- 1774 )",4513,"(+/- 1473 )",8498,"(+/- 1947 )",7495,"(+/- 1654 )",7805,"(+/- 1966 )",8856,"(+/- 1871 )",12589,"(+/- 2063 )",12839,"(+/- 2664 )",7201,"(+/- 1953 )",13255,"(+/- 2293 )",9754,"(+/- 1938 )",9768,"(+/- 1731 )"
Workers,Industry,"Retail trade",40377,"(+/- 4068 )",38838,"(+/- 4111 )",40987,"(+/- 3871 )",43995,"(+/- 4577 )",43086,"(+/- 4931 )",49104,"(+/- 4628 )",49588,"(+/- 5306 )",41267,"(+/- 4200 )",58230,"(+/- 7004 )",53039,"(+/- 5759 )",44693,"(+/- 4669 )",49381,"(+/- 4247 )",41689,"(+/- 3491 )",42198,"(+/- 3882 )",49120,"(+/- 4341 )",52648,"(+/- 5043 )",44119,"(+/- 4446 )",36139,"(+/- 4323 )",53618,"(+/- 4665 )",53590,"(+/- 5167 )",51053,"(+/- 5037 )",49418,"(+/- 4791 )",41153,"(+/- 4374 )",43224,"(+/- 4707 )",41204,"(+/- 4008 )",48016,"(+/- 4950 )",40253,"(+/- 5178 )"
Workers,Industry,"Transportation and warehousing, and utilities",18899,"(+/- 2649 )",14691,"(+/- 2448 )",19802,"(+/- 3299 )",24873,"(+/- 4460 )",26199,"(+/- 4124 )",18053,"(+/- 2402 )",23222,"(+/- 3658 )",18006,"(+/- 2303 )",45484,"(+/- 5000 )",27254,"(+/- 4312 )",18069,"(+/- 3326 )",20018,"(+/- 3062 )",16793,"(+/- 2480 )",21061,"(+/- 2784 )",24172,"(+/- 3145 )",20326,"(+/- 3374 )",16811,"(+/- 2349 )",24729,"(+/- 3531 )",15768,"(+/- 2227 )",27400,"(+/- 3464 )",16566,"(+/- 2047 )",18979,"(+/- 3181 )",26706,"(+/- 3308 )",30732,"(+/- 3353 )",33197,"(+/- 3667 )",32964,"(+/- 4059 )",22803,"(+/- 3482 )"
Workers,Industry,Information,5364,"(+/- 1704 )",3046,"(+/- 1116 )",3767,"(+/- 1111 )",5028,"(+/- 1451 )",4053,"(+/- 1414 )",5629,"(+/- 1342 )",7720,"(+/- 1578 )",3446,"(+/- 1026 )",6955,"(+/- 1725 )",8126,"(+/- 1735 )",3566,"(+/- 1321 )",7732,"(+/- 1908 )",5149,"(+/- 1105 )",8169,"(+/- 1836 )",7763,"(+/- 2124 )",6746,"(+/- 2044 )",3915,"(+/- 1351 )",5199,"(+/- 1443 )",5633,"(+/- 1370 )",6579,"(+/- 1816 )",5437,"(+/- 1656 )",6443,"(+/- 1923 )",8994,"(+/- 1977 )",6235,"(+/- 1535 )",4634,"(+/- 1497 )",4692,"(+/- 1355 )",9965,"(+/- 1932 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",32422,"(+/- 3877 )",18530,"(+/- 2235 )",19391,"(+/- 3013 )",57334,"(+/- 6034 )",24835,"(+/- 3668 )",28885,"(+/- 3464 )",35585,"(+/- 3888 )",20592,"(+/- 2990 )",33382,"(+/- 4782 )",30603,"(+/- 5281 )",19315,"(+/- 3356 )",34432,"(+/- 3428 )",34808,"(+/- 3545 )",49905,"(+/- 4856 )",34380,"(+/- 3865 )",38693,"(+/- 4158 )",19118,"(+/- 3040 )",25056,"(+/- 3470 )",25818,"(+/- 2599 )",24240,"(+/- 3559 )",28691,"(+/- 3388 )",35731,"(+/- 3500 )",33312,"(+/- 3518 )",21965,"(+/- 3235 )",27815,"(+/- 3245 )",28966,"(+/- 3594 )",40581,"(+/- 4036 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",42290,"(+/- 3723 )",31991,"(+/- 3299 )",42713,"(+/- 4528 )",64140,"(+/- 5918 )",41052,"(+/- 4292 )",48849,"(+/- 4574 )",69779,"(+/- 3952 )",47695,"(+/- 4339 )",56007,"(+/- 5641 )",58355,"(+/- 5980 )",31480,"(+/- 3567 )",54688,"(+/- 4805 )",49944,"(+/- 4707 )",70928,"(+/- 5616 )",49453,"(+/- 5574 )",54621,"(+/- 4980 )",38710,"(+/- 4215 )",56794,"(+/- 5981 )",53411,"(+/- 4415 )",51225,"(+/- 5544 )",59820,"(+/- 4245 )",67589,"(+/- 4867 )",55994,"(+/- 4855 )",43072,"(+/- 4370 )",46002,"(+/- 4891 )",48320,"(+/- 4659 )",69361,"(+/- 4935 )"
Workers,Industry,"Educational services, and health care and social assistance",78136,"(+/- 5417 )",66167,"(+/- 5535 )",96352,"(+/- 5687 )",89249,"(+/- 7155 )",72312,"(+/- 4940 )",69823,"(+/- 4708 )",85101,"(+/- 6152 )",75038,"(+/- 5987 )",78460,"(+/- 6538 )",73146,"(+/- 6020 )",64524,"(+/- 5207 )",83994,"(+/- 5151 )",75624,"(+/- 4031 )",83907,"(+/- 6083 )",82240,"(+/- 5798 )",88589,"(+/- 6502 )",63960,"(+/- 5082 )",83124,"(+/- 6054 )",75719,"(+/- 5895 )",80285,"(+/- 7145 )",77419,"(+/- 6022 )",79168,"(+/- 6411 )",78779,"(+/- 5836 )",69796,"(+/- 5819 )",70756,"(+/- 5023 )",76327,"(+/- 5989 )",69304,"(+/- 4759 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37767,"(+/- 3780 )",30510,"(+/- 3902 )",35484,"(+/- 4765 )",42315,"(+/- 4325 )",37635,"(+/- 4531 )",35348,"(+/- 3760 )",43551,"(+/- 3920 )",30244,"(+/- 3472 )",67194,"(+/- 6837 )",76405,"(+/- 7556 )",28061,"(+/- 3794 )",34385,"(+/- 3986 )",34953,"(+/- 3544 )",40425,"(+/- 3485 )",36174,"(+/- 4090 )",38118,"(+/- 4150 )",30277,"(+/- 3758 )",38089,"(+/- 4126 )",44113,"(+/- 4849 )",33019,"(+/- 4214 )",32828,"(+/- 3716 )",36851,"(+/- 4495 )",34133,"(+/- 4297 )",38877,"(+/- 4653 )",32728,"(+/- 4261 )",38572,"(+/- 4180 )",34726,"(+/- 3875 )"
Workers,Industry,"Other services, except public administration",20905,"(+/- 2582 )",16159,"(+/- 2268 )",13860,"(+/- 2728 )",24474,"(+/- 3438 )",15968,"(+/- 2794 )",14487,"(+/- 2311 )",15514,"(+/- 2679 )",17243,"(+/- 2745 )",23655,"(+/- 4590 )",18136,"(+/- 2929 )",14726,"(+/- 2923 )",18081,"(+/- 2454 )",15270,"(+/- 2091 )",17523,"(+/- 2506 )",18245,"(+/- 3038 )",19105,"(+/- 2588 )",16346,"(+/- 2843 )",20333,"(+/- 4008 )",17832,"(+/- 3044 )",17040,"(+/- 2718 )",20834,"(+/- 3025 )",19074,"(+/- 2841 )",19340,"(+/- 2963 )",18215,"(+/- 2772 )",20733,"(+/- 3112 )",20500,"(+/- 3171 )",21508,"(+/- 3320 )"
Workers,Industry,"Public administration",27111,"(+/- 3540 )",33050,"(+/- 3520 )",19268,"(+/- 3252 )",18008,"(+/- 2976 )",28836,"(+/- 3413 )",13832,"(+/- 2559 )",14899,"(+/- 2857 )",18106,"(+/- 2491 )",18267,"(+/- 3975 )",11887,"(+/- 2535 )",14804,"(+/- 2378 )",17104,"(+/- 2402 )",14461,"(+/- 2462 )",13868,"(+/- 2338 )",15305,"(+/- 2643 )",14166,"(+/- 2390 )",13243,"(+/- 2084 )",12409,"(+/- 2256 )",11905,"(+/- 1940 )",17736,"(+/- 2888 )",12116,"(+/- 2256 )",12576,"(+/- 2762 )",16564,"(+/- 2873 )",13730,"(+/- 2352 )",10564,"(+/- 1867 )",14621,"(+/- 2486 )",12458,"(+/- 1816 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",360755,"(+/- 7722 )",309471,"(+/- 10097 )",339572,"(+/- 8850 )",442366,"(+/- 12829 )",335675,"(+/- 11876 )",349488,"(+/- 9297 )",403158,"(+/- 12185 )",346410,"(+/- 8409 )",465612,"(+/- 14754 )",412999,"(+/- 14685 )",293199,"(+/- 9847 )",374091,"(+/- 9008 )",346619,"(+/- 8040 )",413953,"(+/- 11409 )",386336,"(+/- 11623 )",401862,"(+/- 10653 )",307426,"(+/- 8384 )",364714,"(+/- 9106 )",362941,"(+/- 11327 )",369028,"(+/- 13432 )",362403,"(+/- 10349 )",395392,"(+/- 10526 )",375994,"(+/- 9477 )",340710,"(+/- 12063 )",368073,"(+/- 11729 )",378069,"(+/- 12098 )",376945,"(+/- 11357 )"
Workers,"Class of Worker","Private wage and salary workers",273362,"(+/- 8089 )",216056,"(+/- 8406 )",253001,"(+/- 10062 )",368778,"(+/- 11364 )",256231,"(+/- 10844 )",292667,"(+/- 9248 )",338244,"(+/- 11352 )",275228,"(+/- 8670 )",388174,"(+/- 14515 )",351242,"(+/- 14030 )",237480,"(+/- 8776 )",303141,"(+/- 7947 )",286798,"(+/- 8278 )",348359,"(+/- 11227 )",320268,"(+/- 11172 )",329199,"(+/- 11234 )",247681,"(+/- 7530 )",294527,"(+/- 9351 )",293599,"(+/- 11639 )",301528,"(+/- 13003 )",297332,"(+/- 9418 )",327470,"(+/- 10379 )",305969,"(+/- 8946 )",276693,"(+/- 10694 )",298012,"(+/- 11529 )",303931,"(+/- 11894 )",305770,"(+/- 11337 )"
Workers,"Class of Worker","Government workers",59556,"(+/- 4858 )",69027,"(+/- 4904 )",66585,"(+/- 6392 )",49635,"(+/- 4992 )",63160,"(+/- 4661 )",33766,"(+/- 4069 )",42675,"(+/- 4776 )",47961,"(+/- 3831 )",48504,"(+/- 5200 )",38127,"(+/- 4428 )",36028,"(+/- 3934 )",44243,"(+/- 3838 )",37185,"(+/- 3714 )",44520,"(+/- 4167 )",45734,"(+/- 4933 )",43828,"(+/- 4830 )",35109,"(+/- 3221 )",41159,"(+/- 4524 )",39607,"(+/- 4245 )",43697,"(+/- 4436 )",35860,"(+/- 4251 )",37816,"(+/- 4031 )",44242,"(+/- 4782 )",37101,"(+/- 4074 )",30533,"(+/- 3393 )",41264,"(+/- 4855 )",33411,"(+/- 3052 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",27132,"(+/- 2922 )",23717,"(+/- 3949 )",19392,"(+/- 3110 )",23109,"(+/- 4071 )",15190,"(+/- 2216 )",22591,"(+/- 3123 )",21235,"(+/- 3428 )",22966,"(+/- 3135 )",27402,"(+/- 4681 )",22267,"(+/- 3455 )",19298,"(+/- 3089 )",26127,"(+/- 3226 )",22250,"(+/- 2524 )",20104,"(+/- 2300 )",20051,"(+/- 3462 )",28477,"(+/- 3364 )",23360,"(+/- 3139 )",28318,"(+/- 4074 )",29071,"(+/- 4390 )",23401,"(+/- 3112 )",28568,"(+/- 3473 )",29106,"(+/- 3398 )",24685,"(+/- 3234 )",26044,"(+/- 3243 )",38781,"(+/- 3483 )",32097,"(+/- 3892 )",36420,"(+/- 4111 )"
Workers,"Class of Worker","Unpaid family workers",705,"(+/- 483 )",671,"(+/- 488 )",594,"(+/- 390 )",844,"(+/- 519 )",1094,"(+/- 895 )",464,"(+/- 292 )",1004,"(+/- 625 )",255,"(+/- 260 )",1532,"(+/- 993 )",1363,"(+/- 1083 )",393,"(+/- 411 )",580,"(+/- 383 )",386,"(+/- 260 )",970,"(+/- 516 )",283,"(+/- 208 )",358,"(+/- 242 )",1276,"(+/- 838 )",710,"(+/- 489 )",664,"(+/- 450 )",402,"(+/- 283 )",643,"(+/- 345 )",1000,"(+/- 549 )",1098,"(+/- 591 )",872,"(+/- 529 )",747,"(+/- 460 )",777,"(+/- 604 )",1344,"(+/- 865 )"
Housing,"Housing Occupancy","Total housing units",392730,"(+/- 1770 )",360815,"(+/- 4534 )",334624,"(+/- 4003 )",396037,"(+/- 6896 )",330885,"(+/- 7021 )",397676,"(+/- 4270 )",335639,"(+/- 6000 )",384529,"(+/- 1167 )",409405,"(+/- 8262 )",345694,"(+/- 7420 )",429439,"(+/- 6179 )",384735,"(+/- 4284 )",401132,"(+/- 4155 )",347716,"(+/- 5589 )",344944,"(+/- 7090 )",452263,"(+/- 5802 )",422209,"(+/- 5720 )",387514,"(+/- 4862 )",513054,"(+/- 5121 )",300124,"(+/- 6347 )",385998,"(+/- 5850 )",403191,"(+/- 7654 )",359283,"(+/- 6416 )",292737,"(+/- 7271 )",301738,"(+/- 6692 )",289081,"(+/- 6507 )",351317,"(+/- 6628 )"
Housing,"Housing Occupancy","Occupied housing units",321898,"(+/- 5847 )",294566,"(+/- 6019 )",289655,"(+/- 5477 )",362781,"(+/- 7820 )",294226,"(+/- 7286 )",343709,"(+/- 6161 )",315398,"(+/- 6250 )",329533,"(+/- 4318 )",345376,"(+/- 9673 )",299984,"(+/- 7137 )",368996,"(+/- 7572 )",337005,"(+/- 5303 )",317360,"(+/- 5478 )",327617,"(+/- 5843 )",310815,"(+/- 6776 )",364469,"(+/- 6668 )",340270,"(+/- 7250 )",329847,"(+/- 7569 )",365873,"(+/- 6942 )",267141,"(+/- 6195 )",315854,"(+/- 5366 )",335695,"(+/- 7281 )",294641,"(+/- 5455 )",263198,"(+/- 6847 )",267641,"(+/- 6336 )",262058,"(+/- 6819 )",299723,"(+/- 6351 )"
Housing,"Housing Occupancy","Vacant housing units",70832,"(+/- 5649 )",66249,"(+/- 4708 )",44969,"(+/- 4209 )",33256,"(+/- 4367 )",36659,"(+/- 3957 )",53967,"(+/- 4411 )",20241,"(+/- 2500 )",54996,"(+/- 4249 )",64029,"(+/- 6368 )",45710,"(+/- 4891 )",60443,"(+/- 5821 )",47730,"(+/- 3818 )",83772,"(+/- 5031 )",20099,"(+/- 2277 )",34129,"(+/- 3572 )",87794,"(+/- 5460 )",81939,"(+/- 6093 )",57667,"(+/- 5764 )",147181,"(+/- 7040 )",32983,"(+/- 3392 )",70144,"(+/- 5047 )",67496,"(+/- 4971 )",64642,"(+/- 4969 )",29539,"(+/- 3390 )",34097,"(+/- 4489 )",27023,"(+/- 2676 )",51594,"(+/- 4544 )"
