Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments",Manufacturing,567,X,1583,X,1332,X,689,X,590,X,893,X,594,X,856,X,742,X
Business,"Total Establishments","Wholesale trade",670,X,966,X,939,X,645,X,1239,X,560,X,840,X,774,X,524,X
Business,"Total Establishments","Retail trade",2232,X,2350,X,2497,X,2283,X,2483,X,2192,X,1947,X,2482,X,2312,X
Business,"Total Establishments","Transportation and warehousing",680,X,585,X,645,X,819,X,507,X,546,X,672,X,651,X,553,X
Business,"Total Establishments",Information,187,X,230,X,270,X,253,X,436,X,217,X,317,X,243,X,249,X
Business,"Total Establishments","Finance and insurance",858,X,901,X,1147,X,974,X,1846,X,878,X,737,X,974,X,1000,X
Business,"Total Establishments","Real estate and rental and leasing",658,X,576,X,813,X,701,X,1445,X,550,X,878,X,611,X,787,X
Business,"Total Establishments","Professional, scientific, and technical services",1329,X,1091,X,1348,X,1167,X,3094,X,952,X,1559,X,1158,X,1256,X
Business,"Total Establishments","Management of companies and enterprises",48,X,90,X,94,X,49,X,211,X,76,X,121,X,86,X,73,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",756,X,771,X,907,X,795,X,1335,X,680,X,882,X,745,X,772,X
Business,"Total Establishments","Educational services",193,X,162,X,172,X,121,X,347,X,110,X,204,X,153,X,159,X
Business,"Total Establishments","Health care and social assistance",1822,X,1499,X,1801,X,1668,X,2907,X,1827,X,1775,X,1966,X,1978,X
Business,"Total Establishments","Arts, entertainment, and recreation",197,X,218,X,258,X,250,X,424,X,227,X,226,X,215,X,231,X
Business,"Total Establishments","Accommodation and food services",1546,X,1391,X,1491,X,1630,X,1884,X,1259,X,1538,X,1472,X,1526,X
Business,"Total Establishments","Other services (except public administration)",1713,X,1842,X,2111,X,1772,X,2022,X,1635,X,1771,X,1906,X,1623,X
Business,"Total Establishments","Industries not classified",11,X,18,X,17,X,21,X,21,X,18,X,14,X,20,X,22,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
