Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With private health insurance","441,588","(+/-11,631)","606,240","(+/-15,233)","452,952","(+/-12,907)","521,147","(+/-9,166)","468,410","(+/-10,351)","497,227","(+/-10,819)","481,813","(+/-9,130)","472,873","(+/-11,565)","457,497","(+/-9,574)","477,058","(+/-10,039)","468,620","(+/-11,795)","501,789","(+/-15,704)","535,609","(+/-13,313)","536,137","(+/-13,597)"
Socioeconomic,"Health Insurance Coverage","With public coverage","323,660","(+/-9,272)","162,991","(+/-9,225)","285,531","(+/-10,722)","231,617","(+/-7,001)","291,590","(+/-10,338)","268,203","(+/-10,552)","312,059","(+/-7,379)","279,458","(+/-10,012)","285,339","(+/-10,595)","288,905","(+/-9,744)","313,620","(+/-7,348)","209,519","(+/-10,165)","233,722","(+/-12,779)","213,693","(+/-9,925)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","80,965","(+/-6,487)","54,018","(+/-7,152)","79,280","(+/-7,613)","73,728","(+/-5,980)","79,036","(+/-6,460)","71,163","(+/-6,424)","76,168","(+/-5,906)","76,474","(+/-6,912)","75,457","(+/-5,694)","77,251","(+/-6,189)","84,395","(+/-6,205)","89,215","(+/-6,960)","82,086","(+/-9,881)","78,873","(+/-7,262)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","168,711","(+/-4,655)","182,223","(+/-6,901)","169,017","(+/-4,954)","164,344","(+/-2,341)","161,124","(+/-5,277)","181,983","(+/-4,420)","163,278","(+/-3,486)","187,461","(+/-3,234)","189,983","(+/-4,636)","168,838","(+/-3,212)","143,476","(+/-2,782)","192,838","(+/-8,637)","199,784","(+/-8,182)","178,412","(+/-7,988)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,025","(+/-2,389)","7,511","(+/-2,231)","10,311","(+/-2,652)","8,594","(+/-2,800)","6,960","(+/-1,789)","8,252","(+/-2,162)","9,353","(+/-2,597)","11,338","(+/-2,963)","8,725","(+/-1,990)","6,849","(+/-2,196)","7,015","(+/-1,555)","12,780","(+/-2,305)","14,629","(+/-3,884)","13,314","(+/-3,428)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.6,(+/-1.5),5.3,(+/-1.1),11.2,(+/-1.2),8.0,(+/-1.2),10.0,(+/-1.4),11.1,(+/-1.5),9.7,(+/-1.2),11.2,(+/-1.4),11.0,(+/-1.2),8.8,(+/-1.3),8.6,(+/-1.1),7.4,(+/-1.2),8.7,(+/-1.3),7.3,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.2,(+/-2.7),7.5,(+/-1.9),19.1,(+/-2.9),13.0,(+/-2.2),15.7,(+/-2.5),16.5,(+/-2.8),15.7,(+/-2.2),18.3,(+/-2.6),18.2,(+/-2.1),14.0,(+/-2.2),13.6,(+/-2.1),10.5,(+/-1.9),12.6,(+/-2.5),11.3,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.9,(+/-8.2),4.9,(+/-3.1),21.5,(+/-7.3),10.7,(+/-6.7),14.8,(+/-5.7),15.4,(+/-7.2),19.5,(+/-5.9),15.3,(+/-6.5),17.1,(+/-5.1),8.8,(+/-4.1),12.3,(+/-4.6),4.1,(+/-2.7),7.4,(+/-5.1),14.2,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.0,(+/-0.9),2.3,(+/-0.7),5.9,(+/-1.2),3.5,(+/-1.1),5.3,(+/-1.1),5.6,(+/-1.3),4.8,(+/-0.8),4.6,(+/-0.9),5.1,(+/-0.9),4.8,(+/-1.0),5.8,(+/-1.2),3.4,(+/-1.0),4.0,(+/-1.0),3.1,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.6,(+/-2.2),2.7,(+/-1.3),9.7,(+/-2.9),4.3,(+/-1.9),5.7,(+/-1.9),7.0,(+/-2.2),7.0,(+/-1.9),5.1,(+/-1.6),8.7,(+/-2.0),5.6,(+/-1.8),7.9,(+/-2.4),4.3,(+/-1.6),4.7,(+/-1.6),3.1,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.7,(+/-3.5),2.4,(+/-2.8),12.2,(+/-8.9),4.4,(+/-4.0),8.7,(+/-5.1),4.7,(+/-3.6),6.1,(+/-5.6),1.3,(+/-2.1),6.8,(+/-4.5),2.3,(+/-2.1),7.1,(+/-4.2),1.7,(+/-1.9),1.4,(+/-1.9),1.9,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",27.6,(+/-4.1),18.5,(+/-5.4),32.1,(+/-5.3),22.5,(+/-3.9),26.9,(+/-5.0),26.1,(+/-4.3),29.5,(+/-4.2),39.4,(+/-5.6),29.4,(+/-4.4),23.7,(+/-4.3),21.4,(+/-3.5),18.0,(+/-4.1),24.1,(+/-4.8),20.2,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.8,(+/-5.2),25.9,(+/-7.9),40.8,(+/-6.8),31.0,(+/-6.5),35.4,(+/-6.8),31.9,(+/-5.8),35.8,(+/-5.7),53.2,(+/-7.0),38.8,(+/-6.0),33.9,(+/-6.8),28.0,(+/-5.3),22.7,(+/-5.8),34.9,(+/-8.0),27.7,(+/-6.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.9,(+/-15.5),17.9,(+/-15.5),46.9,(+/-15.6),45.2,(+/-27.0),34.8,(+/-18.7),28.2,(+/-14.8),45.2,(+/-12.1),56.0,(+/-17.6),45.4,(+/-13.4),33.8,(+/-17.8),33.0,(+/-16.6),8.4,(+/-6.8),29.4,(+/-20.2),33.6,(+/-13.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.4,(+/-1.4),8.9,(+/-1.1),14.6,(+/-1.3),13.2,(+/-1.1),15.5,(+/-1.2),14.4,(+/-1.4),14.9,(+/-1.0),14.3,(+/-1.4),14.4,(+/-1.2),12.9,(+/-1.2),13.0,(+/-1.2),10.7,(+/-1.2),12.8,(+/-1.5),10.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",25.4,(+/-3.3),9.4,(+/-2.6),20.7,(+/-3.3),17.2,(+/-3.3),20.2,(+/-3.0),19.1,(+/-3.5),19.5,(+/-2.4),21.8,(+/-3.3),20.4,(+/-2.5),17.6,(+/-2.7),17.7,(+/-3.0),13.4,(+/-2.6),17.1,(+/-3.2),14.6,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.2,(+/-3.3),9.4,(+/-2.6),20.3,(+/-3.2),17.1,(+/-3.3),20.1,(+/-3.0),19.1,(+/-3.5),19.5,(+/-2.5),21.6,(+/-3.3),20.2,(+/-2.5),17.3,(+/-2.6),17.2,(+/-3.0),13.0,(+/-2.5),16.2,(+/-3.2),14.3,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.7,(+/-5.3),10.9,(+/-4.3),21.7,(+/-5.2),22.0,(+/-5.9),24.6,(+/-6.2),24.2,(+/-7.3),25.2,(+/-4.7),21.9,(+/-4.8),22.5,(+/-4.2),18.0,(+/-4.4),16.7,(+/-4.1),12.4,(+/-4.0),15.6,(+/-5.9),17.4,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.8,(+/-3.2),8.8,(+/-2.6),19.8,(+/-3.6),15.3,(+/-3.2),18.7,(+/-3.2),17.4,(+/-3.3),17.6,(+/-2.5),21.5,(+/-3.6),19.3,(+/-2.8),17.1,(+/-2.7),17.4,(+/-3.8),13.1,(+/-2.8),16.4,(+/-3.0),13.1,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.5,(+/-1.1),8.8,(+/-0.8),12.8,(+/-1.0),12.1,(+/-0.9),14.3,(+/-1.1),13.0,(+/-1.1),13.7,(+/-0.9),12.0,(+/-1.1),12.5,(+/-0.9),11.7,(+/-1.1),12.0,(+/-1.0),9.8,(+/-1.1),11.4,(+/-1.2),8.7,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,(+/-1.6),6.6,(+/-1.4),10.0,(+/-1.2),10.2,(+/-1.8),10.7,(+/-1.5),11.8,(+/-1.9),9.2,(+/-1.0),9.4,(+/-1.5),10.7,(+/-1.6),10.2,(+/-1.4),10.8,(+/-1.3),10.0,(+/-2.0),11.4,(+/-2.2),8.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.2,(+/-1.6),6.0,(+/-1.3),12.0,(+/-1.5),9.6,(+/-1.4),11.1,(+/-1.4),11.6,(+/-1.6),11.5,(+/-1.3),12.4,(+/-1.6),12.2,(+/-1.4),10.1,(+/-1.3),9.6,(+/-1.4),8.2,(+/-1.3),9.8,(+/-1.6),8.3,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.6,(+/-1.9),20.8,(+/-2.0),26.4,(+/-2.9),25.2,(+/-2.1),32.1,(+/-2.6),25.3,(+/-2.4),27.2,(+/-2.5),26.3,(+/-2.9),24.6,(+/-2.2),26.6,(+/-2.7),24.5,(+/-2.2),21.2,(+/-2.4),27.5,(+/-2.8),14.9,(+/-1.6)
Education,"School Enrollment","Population 3 years and over enrolled in school","175,845","(+/-5,197)","199,694","(+/-7,127)","162,766","(+/-5,107)","201,569","(+/-6,065)","173,121","(+/-6,281)","201,948","(+/-6,962)","170,962","(+/-5,808)","181,291","(+/-5,494)","186,769","(+/-5,481)","162,373","(+/-4,379)","147,639","(+/-4,847)","193,738","(+/-8,387)","196,477","(+/-10,129)","168,162","(+/-8,186)"
Education,"School Enrollment","Nursery school, preschool","6,707","(+/-1,643)","10,824","(+/-2,340)","9,712","(+/-2,039)","10,575","(+/-2,040)","7,642","(+/-1,558)","9,335","(+/-2,079)","7,171","(+/-1,663)","8,317","(+/-1,768)","10,071","(+/-1,779)","8,677","(+/-1,605)","5,680","(+/-1,385)","11,304","(+/-2,086)","7,687","(+/-1,528)","9,707","(+/-1,910)"
Education,"School Enrollment",Kindergarten,"9,279","(+/-1,463)","9,647","(+/-2,232)","10,346","(+/-1,725)","6,584","(+/-1,421)","6,013","(+/-1,291)","9,976","(+/-2,199)","8,675","(+/-1,710)","10,574","(+/-1,862)","12,629","(+/-2,024)","7,130","(+/-1,482)","7,671","(+/-1,266)","9,601","(+/-2,052)","13,554","(+/-2,380)","9,781","(+/-1,685)"
Education,"School Enrollment","Elementary school (grades 1-8)","71,764","(+/-3,583)","76,086","(+/-4,731)","70,664","(+/-4,492)","68,588","(+/-2,472)","67,238","(+/-3,795)","77,390","(+/-3,342)","72,591","(+/-2,762)","79,476","(+/-3,683)","77,572","(+/-3,585)","73,807","(+/-2,574)","60,401","(+/-3,180)","79,483","(+/-5,859)","88,762","(+/-6,161)","75,005","(+/-4,782)"
Education,"School Enrollment","High school (grades 9-12)","36,381","(+/-3,102)","40,771","(+/-3,382)","33,403","(+/-3,436)","35,028","(+/-2,001)","37,819","(+/-2,324)","38,253","(+/-2,664)","33,707","(+/-2,236)","46,017","(+/-2,788)","39,156","(+/-3,065)","39,121","(+/-2,044)","34,287","(+/-3,266)","41,581","(+/-3,952)","41,157","(+/-3,161)","36,795","(+/-3,183)"
Education,"School Enrollment","College or graduate school","51,714","(+/-3,656)","62,366","(+/-4,816)","38,641","(+/-3,836)","80,794","(+/-4,741)","54,409","(+/-4,482)","66,994","(+/-5,096)","48,818","(+/-4,456)","36,907","(+/-3,418)","47,341","(+/-3,699)","33,638","(+/-3,339)","39,600","(+/-3,559)","51,769","(+/-4,387)","45,317","(+/-5,085)","36,874","(+/-3,645)"
Education,"Educational Attainment","Population 25 years and over","512,784","(+/-3,872)","510,096","(+/-9,038)","494,357","(+/-4,962)","508,906","(+/-2,405)","517,925","(+/-5,476)","513,941","(+/-5,417)","536,146","(+/-3,659)","514,518","(+/-5,137)","500,637","(+/-4,045)","531,079","(+/-4,368)","558,056","(+/-3,815)","493,471","(+/-9,504)","518,025","(+/-10,776)","535,691","(+/-9,204)"
Education,"Educational Attainment","Less than 9th grade","21,315","(+/-2,151)","13,829","(+/-2,944)","21,141","(+/-3,177)","21,627","(+/-2,589)","22,754","(+/-3,089)","20,925","(+/-2,783)","17,208","(+/-2,227)","22,557","(+/-3,051)","19,386","(+/-2,267)","24,626","(+/-3,456)","19,282","(+/-3,004)","27,735","(+/-3,397)","21,303","(+/-3,727)","19,157","(+/-3,010)"
Education,"Educational Attainment","9th to 12th grade, no diploma","44,925","(+/-3,563)","15,647","(+/-3,152)","33,588","(+/-3,944)","26,051","(+/-2,961)","41,304","(+/-4,181)","33,213","(+/-4,085)","33,148","(+/-3,036)","40,175","(+/-5,035)","33,357","(+/-3,427)","43,078","(+/-4,089)","30,853","(+/-3,269)","25,375","(+/-3,562)","28,566","(+/-3,715)","24,362","(+/-3,005)"
Education,"Educational Attainment","High school graduate (includes equivalency)","167,057","(+/-5,910)","63,921","(+/-6,017)","149,353","(+/-6,769)","101,909","(+/-5,380)","148,094","(+/-7,837)","126,670","(+/-6,874)","142,771","(+/-6,565)","157,028","(+/-6,634)","121,039","(+/-5,887)","163,136","(+/-6,173)","146,131","(+/-7,030)","100,043","(+/-5,969)","120,449","(+/-7,698)","94,993","(+/-5,533)"
Education,"Educational Attainment","Some college, no degree","111,848","(+/-5,724)","73,134","(+/-6,046)","114,579","(+/-6,107)","79,150","(+/-5,106)","98,910","(+/-5,348)","110,678","(+/-6,222)","117,432","(+/-4,490)","107,500","(+/-4,830)","120,326","(+/-5,770)","108,421","(+/-5,193)","109,346","(+/-6,294)","100,793","(+/-5,493)","94,353","(+/-5,917)","90,473","(+/-5,973)"
Education,"Educational Attainment","Associate's degree","55,179","(+/-3,851)","38,638","(+/-4,779)","56,653","(+/-4,280)","46,865","(+/-4,700)","50,982","(+/-4,109)","49,487","(+/-4,443)","60,533","(+/-4,622)","56,482","(+/-4,045)","62,001","(+/-4,561)","61,006","(+/-4,703)","53,856","(+/-3,982)","42,426","(+/-4,238)","55,153","(+/-5,802)","40,690","(+/-3,371)"
Education,"Educational Attainment","Bachelor's degree","67,305","(+/-4,768)","175,279","(+/-6,471)","73,962","(+/-5,398)","129,321","(+/-6,055)","95,084","(+/-5,444)","110,051","(+/-5,783)","108,599","(+/-5,611)","89,001","(+/-5,603)","87,159","(+/-4,484)","87,895","(+/-4,556)","122,069","(+/-5,968)","127,595","(+/-6,915)","129,989","(+/-6,834)","170,372","(+/-7,627)"
Education,"Educational Attainment","Graduate or professional degree","45,155","(+/-3,715)","129,648","(+/-6,772)","45,081","(+/-4,322)","103,983","(+/-6,138)","60,797","(+/-4,009)","62,917","(+/-4,370)","56,455","(+/-4,358)","41,775","(+/-3,931)","57,369","(+/-4,137)","42,917","(+/-3,199)","76,519","(+/-4,520)","69,504","(+/-5,799)","68,212","(+/-5,011)","95,644","(+/-5,733)"
Education,"Educational Attainment","Percent high school graduate or higher",87.1,(+/-0.8),94.2,(+/-0.9),88.9,(+/-1.1),90.6,(+/-0.8),87.6,(+/-1.0),89.5,(+/-1.0),90.6,(+/-0.8),87.8,(+/-1.2),89.5,(+/-0.7),87.3,(+/-1.0),91.0,(+/-0.8),89.2,(+/-0.9),90.4,(+/-1.0),91.9,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",21.9,(+/-1.0),59.8,(+/-1.8),24.1,(+/-1.2),45.8,(+/-1.5),30.1,(+/-1.3),33.7,(+/-1.3),30.8,(+/-1.3),25.4,(+/-1.3),28.9,(+/-1.1),24.6,(+/-1.0),35.6,(+/-1.3),39.9,(+/-1.7),38.3,(+/-1.5),49.7,(+/-1.5)

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

