Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,9,X,4,X,6,X,3,X,6,X,0,N,7,X,13,X
Business,"Total Establishments",Utilities,48,X,40,X,40,X,27,X,20,X,19,X,40,X,43,X,37,X
Business,"Total Establishments",Construction,1859,X,1857,X,2053,X,2279,X,2130,X,2892,X,942,X,2352,X,3710,X
Business,"Total Establishments",Manufacturing,801,X,721,X,842,X,670,X,566,X,883,X,349,X,587,X,692,X
Business,"Total Establishments","Wholesale trade",555,X,696,X,733,X,926,X,851,X,928,X,559,X,1010,X,669,X
Business,"Total Establishments","Retail trade",2410,X,2331,X,1998,X,2558,X,2302,X,2732,X,2181,X,2784,X,3463,X
Business,"Total Establishments","Transportation and warehousing",430,X,450,X,415,X,448,X,408,X,513,X,448,X,555,X,514,X
Business,"Total Establishments",Information,236,X,275,X,346,X,407,X,585,X,440,X,528,X,599,X,315,X
Business,"Total Establishments","Finance and insurance",754,X,821,X,714,X,1094,X,1052,X,1098,X,918,X,2039,X,948,X
Business,"Total Establishments","Real estate and rental and leasing",622,X,653,X,686,X,991,X,923,X,792,X,1170,X,1216,X,1000,X
Business,"Total Establishments","Professional, scientific, and technical services",1242,X,1692,X,1916,X,2730,X,3163,X,2551,X,2440,X,3836,X,2012,X
Business,"Total Establishments","Management of companies and enterprises",70,X,97,X,101,X,129,X,215,X,129,X,118,X,244,X,116,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",963,X,965,X,1154,X,1273,X,1288,X,1402,X,857,X,1477,X,1716,X
Business,"Total Establishments","Educational services",256,X,347,X,290,X,474,X,427,X,330,X,389,X,408,X,295,X
Business,"Total Establishments","Health care and social assistance",1881,X,2044,X,1925,X,2661,X,2464,X,2207,X,1837,X,2534,X,2183,X
Business,"Total Establishments","Arts, entertainment, and recreation",292,X,275,X,296,X,431,X,407,X,418,X,345,X,423,X,559,X
Business,"Total Establishments","Accommodation and food services",1656,X,1644,X,1507,X,1662,X,1929,X,1919,X,2388,X,2256,X,2513,X
Business,"Total Establishments","Other services (except public administration)",1639,X,1784,X,1722,X,2057,X,2188,X,2272,X,2015,X,2645,X,2100,X
Business,"Total Establishments","Industries not classified",37,X,45,X,54,X,74,X,75,X,57,X,56,X,79,X,68,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
